,Location,County,Mortality Risk %,Sex,Year
45436,Indiana,Miami,61.82,Female,2000
45437,Indiana,Monroe,56.24,Female,2000
45438,Indiana,Montgomery,60.94,Female,2000
45439,Indiana,Morgan,64.03,Female,2000
45440,Indiana,Newton,62.58,Female,2000
45441,Indiana,Noble,61.79,Female,2000
45442,Indiana,Ohio,61.45,Female,2000
45443,Indiana,Orange,63.37,Female,2000
45444,Indiana,Owen,63.63,Female,2000
45445,Indiana,Parke,60.57,Female,2000
45446,Indiana,Perry,60.52,Female,2000
45447,Indiana,Pike,61.24,Female,2000
45448,Indiana,Porter,60.76,Female,2000
45449,Indiana,Posey,60.75,Female,2000
45450,Indiana,Pulaski,61.52,Female,2000
45451,Indiana,Putnam,60.52,Female,2000
45452,Indiana,Randolph,60.54,Female,2000
45453,Indiana,Ripley,60.60,Female,2000
45454,Indiana,Rush,62.31,Female,2000
45455,Indiana,Saint Joseph,58.43,Female,2000
45456,Indiana,Scott,68.71,Female,2000
45457,Indiana,Shelby,61.98,Female,2000
45458,Indiana,Spencer,59.48,Female,2000
45459,Indiana,Starke,66.35,Female,2000
45460,Indiana,Steuben,59.07,Female,2000
45461,Indiana,Sullivan,67.01,Female,2000
45462,Indiana,Switzerland,64.95,Female,2000
45463,Indiana,Tippecanoe,61.52,Female,2000
45464,Indiana,Tipton,59.39,Female,2000
45465,Indiana,Union,63.00,Female,2000
45466,Indiana,Vanderburgh,61.33,Female,2000
45467,Indiana,Vermillion,67.37,Female,2000
45468,Indiana,Vigo,64.85,Female,2000
45469,Indiana,Wabash,58.69,Female,2000
45470,Indiana,Warren,61.99,Female,2000
45471,Indiana,Warrick,61.48,Female,2000
45472,Indiana,Washington,63.27,Female,2000
45473,Indiana,Wayne,63.03,Female,2000
45474,Indiana,Wells,56.69,Female,2000
45475,Indiana,White,60.84,Female,2000
45476,Indiana,Whitley,58.95,Female,2000
45477,Iowa,All counties,55.07,Female,2000
45478,Iowa,Adair,55.48,Female,2000
45479,Iowa,Adams,55.48,Female,2000
45480,Iowa,Allamakee,57.15,Female,2000
45481,Iowa,Appanoose,57.60,Female,2000
45482,Iowa,Audubon,53.15,Female,2000
45483,Iowa,Benton,52.92,Female,2000
45484,Iowa,Black Hawk,57.38,Female,2000
45485,Iowa,Boone,57.91,Female,2000
45486,Iowa,Bremer,51.37,Female,2000
45487,Iowa,Buchanan,58.12,Female,2000
45488,Iowa,Buena Vista,52.94,Female,2000
45489,Iowa,Butler,54.39,Female,2000
45490,Iowa,Calhoun,56.57,Female,2000
45491,Iowa,Carroll,54.05,Female,2000
45492,Iowa,Cass,56.46,Female,2000
45493,Iowa,Cedar,51.73,Female,2000
45494,Iowa,Cerro Gordo,56.53,Female,2000
45495,Iowa,Cherokee,55.54,Female,2000
45496,Iowa,Chickasaw,54.76,Female,2000
45497,Iowa,Clarke,56.98,Female,2000
45498,Iowa,Clay,54.64,Female,2000
45499,Iowa,Clayton,55.70,Female,2000
45500,Iowa,Clinton,59.24,Female,2000
45501,Iowa,Crawford,54.56,Female,2000
45502,Iowa,Dallas,54.71,Female,2000
45503,Iowa,Davis,56.42,Female,2000
45504,Iowa,Decatur,58.22,Female,2000
45505,Iowa,Delaware,54.46,Female,2000
45506,Iowa,Des Moines,57.00,Female,2000
45507,Iowa,Dickinson,52.32,Female,2000
45508,Iowa,Dubuque,58.30,Female,2000
45509,Iowa,Emmet,55.92,Female,2000
45510,Iowa,Fayette,55.82,Female,2000
45511,Iowa,Floyd,55.37,Female,2000
45512,Iowa,Franklin,54.85,Female,2000
45513,Iowa,Fremont,59.04,Female,2000
45514,Iowa,Greene,54.21,Female,2000
45515,Iowa,Grundy,51.92,Female,2000
45516,Iowa,Guthrie,55.83,Female,2000
45517,Iowa,Hamilton,54.74,Female,2000
45518,Iowa,Hancock,53.56,Female,2000
45519,Iowa,Hardin,55.21,Female,2000
45520,Iowa,Harrison,60.45,Female,2000
45521,Iowa,Henry,55.71,Female,2000
45522,Iowa,Howard,55.49,Female,2000
45523,Iowa,Humboldt,53.50,Female,2000
45524,Iowa,Ida,56.37,Female,2000
45525,Iowa,Iowa,54.81,Female,2000
45526,Iowa,Jackson,57.10,Female,2000
45527,Iowa,Jasper,56.06,Female,2000
45528,Iowa,Jefferson,54.56,Female,2000
45529,Iowa,Johnson,51.64,Female,2000
45530,Iowa,Jones,54.03,Female,2000
45531,Iowa,Keokuk,53.84,Female,2000
45532,Iowa,Kossuth,52.24,Female,2000
45533,Iowa,Lee,60.66,Female,2000
45534,Iowa,Linn,54.49,Female,2000
45535,Iowa,Louisa,57.06,Female,2000
45536,Iowa,Lucas,57.21,Female,2000
45537,Iowa,Lyon,52.89,Female,2000
45538,Iowa,Madison,57.75,Female,2000
45539,Iowa,Mahaska,55.07,Female,2000
45540,Iowa,Marion,56.21,Female,2000
45541,Iowa,Marshall,64.56,Female,2000
45542,Iowa,Mills,60.79,Female,2000
45543,Iowa,Mitchell,52.14,Female,2000
45544,Iowa,Monona,58.12,Female,2000
45545,Iowa,Monroe,60.62,Female,2000
45546,Iowa,Montgomery,58.77,Female,2000
45547,Iowa,Muscatine,58.83,Female,2000
45548,Iowa,O'Brien,53.91,Female,2000
45549,Iowa,Osceola,53.96,Female,2000
45550,Iowa,Page,58.85,Female,2000
45551,Iowa,Palo Alto,56.15,Female,2000
45552,Iowa,Plymouth,53.66,Female,2000
45553,Iowa,Pocahontas,54.69,Female,2000
45554,Iowa,Polk,56.93,Female,2000
45555,Iowa,Pottawattamie,60.94,Female,2000
45556,Iowa,Poweshiek,55.59,Female,2000
45557,Iowa,Ringgold,56.71,Female,2000
45558,Iowa,Sac,55.37,Female,2000
45559,Iowa,Scott,58.83,Female,2000
45560,Iowa,Shelby,52.78,Female,2000
45561,Iowa,Sioux,47.76,Female,2000
45562,Iowa,Story,50.53,Female,2000
45563,Iowa,Tama,55.42,Female,2000
45564,Iowa,Taylor,55.49,Female,2000
45565,Iowa,Union,58.57,Female,2000
45566,Iowa,Van Buren,59.73,Female,2000
45567,Iowa,Wapello,60.94,Female,2000
45568,Iowa,Warren,57.62,Female,2000
45569,Iowa,Washington,53.21,Female,2000
45570,Iowa,Wayne,58.80,Female,2000
45571,Iowa,Webster,59.87,Female,2000
45572,Iowa,Winnebago,52.54,Female,2000
45573,Iowa,Winneshiek,49.67,Female,2000
45574,Iowa,Woodbury,59.34,Female,2000
45575,Iowa,Worth,55.43,Female,2000
45576,Iowa,Wright,53.56,Female,2000
45577,Kansas,All counties,56.75,Female,2000
45578,Kansas,Allen,60.61,Female,2000
45579,Kansas,Anderson,56.55,Female,2000
45580,Kansas,Atchison,60.93,Female,2000
45581,Kansas,Barber,60.31,Female,2000
45582,Kansas,Barton,57.87,Female,2000
45583,Kansas,Bourbon,60.83,Female,2000
45584,Kansas,Brown,58.55,Female,2000
45585,Kansas,Butler,59.03,Female,2000
45586,Kansas,Chase,58.58,Female,2000
45587,Kansas,Chautauqua,59.58,Female,2000
45588,Kansas,Cherokee,65.57,Female,2000
45589,Kansas,Cheyenne,52.52,Female,2000
45590,Kansas,Clark,57.60,Female,2000
45591,Kansas,Clay,53.85,Female,2000
45592,Kansas,Cloud,57.04,Female,2000
45593,Kansas,Coffey,59.23,Female,2000
45594,Kansas,Comanche,59.90,Female,2000
45595,Kansas,Cowley,61.67,Female,2000
45596,Kansas,Crawford,61.91,Female,2000
45597,Kansas,Decatur,54.88,Female,2000
45598,Kansas,Dickinson,56.77,Female,2000
45599,Kansas,Doniphan,59.86,Female,2000
45600,Kansas,Douglas,55.24,Female,2000
45601,Kansas,Edwards,57.88,Female,2000
45602,Kansas,Elk,59.45,Female,2000
45603,Kansas,Ellis,54.58,Female,2000
45604,Kansas,Ellsworth,57.57,Female,2000
45605,Kansas,Finney,56.04,Female,2000
45606,Kansas,Ford,59.31,Female,2000
45607,Kansas,Franklin,60.12,Female,2000
45608,Kansas,Geary,62.37,Female,2000
45609,Kansas,Gove,54.96,Female,2000
45610,Kansas,Graham,53.96,Female,2000
45611,Kansas,Grant,62.48,Female,2000
45612,Kansas,Gray,57.34,Female,2000
45613,Kansas,Greeley,61.33,Female,2000
45614,Kansas,Greenwood,59.47,Female,2000
45615,Kansas,Hamilton,59.91,Female,2000
45616,Kansas,Harper,59.16,Female,2000
45617,Kansas,Harvey,54.41,Female,2000
45618,Kansas,Haskell,57.62,Female,2000
45619,Kansas,Hodgeman,54.50,Female,2000
45620,Kansas,Jackson,57.59,Female,2000
45621,Kansas,Jefferson,58.63,Female,2000
45622,Kansas,Jewell,55.83,Female,2000
45623,Kansas,Johnson,52.55,Female,2000
45624,Kansas,Kearny,60.55,Female,2000
45625,Kansas,Kingman,57.95,Female,2000
45626,Kansas,Kiowa,54.28,Female,2000
45627,Kansas,Labette,61.27,Female,2000
45628,Kansas,Lane,58.93,Female,2000
45629,Kansas,Leavenworth,61.33,Female,2000
45630,Kansas,Lincoln,55.97,Female,2000
45631,Kansas,Linn,60.26,Female,2000
45632,Kansas,Logan,58.11,Female,2000
45633,Kansas,Lyon,56.78,Female,2000
45634,Kansas,Marion,53.87,Female,2000
45635,Kansas,Marshall,55.80,Female,2000
45636,Kansas,McPherson,54.51,Female,2000
45637,Kansas,Meade,54.55,Female,2000
45638,Kansas,Miami,58.76,Female,2000
45639,Kansas,Mitchell,55.91,Female,2000
45640,Kansas,Montgomery,61.02,Female,2000
45641,Kansas,Morris,54.18,Female,2000
45642,Kansas,Morton,61.51,Female,2000
45643,Kansas,Nemaha,54.76,Female,2000
45644,Kansas,Neosho,59.79,Female,2000
45645,Kansas,Ness,54.64,Female,2000
45646,Kansas,Norton,56.17,Female,2000
45647,Kansas,Osage,59.43,Female,2000
45648,Kansas,Osborne,55.26,Female,2000
45649,Kansas,Ottawa,59.77,Female,2000
45650,Kansas,Pawnee,56.57,Female,2000
45651,Kansas,Phillips,57.62,Female,2000
45652,Kansas,Pottawatomie,56.67,Female,2000
45653,Kansas,Pratt,55.84,Female,2000
45654,Kansas,Rawlins,53.51,Female,2000
45655,Kansas,Reno,56.70,Female,2000
45656,Kansas,Republic,55.68,Female,2000
45657,Kansas,Rice,60.34,Female,2000
45658,Kansas,Riley,53.37,Female,2000
45659,Kansas,Rooks,56.68,Female,2000
45660,Kansas,Rush,55.78,Female,2000
45661,Kansas,Russell,56.41,Female,2000
45662,Kansas,Saline,58.60,Female,2000
45663,Kansas,Scott,58.36,Female,2000
45664,Kansas,Sedgwick,58.87,Female,2000
45665,Kansas,Seward,58.91,Female,2000
45666,Kansas,Shawnee,59.69,Female,2000
45667,Kansas,Sheridan,54.28,Female,2000
45668,Kansas,Sherman,58.83,Female,2000
45669,Kansas,Smith,54.31,Female,2000
45670,Kansas,Stafford,58.47,Female,2000
45671,Kansas,Stanton,59.20,Female,2000
45672,Kansas,Stevens,54.94,Female,2000
45673,Kansas,Sumner,60.72,Female,2000
45674,Kansas,Thomas,57.05,Female,2000
45675,Kansas,Trego,56.26,Female,2000
45676,Kansas,Wabaunsee,56.31,Female,2000
45677,Kansas,Wallace,57.12,Female,2000
45678,Kansas,Washington,53.88,Female,2000
45679,Kansas,Wichita,56.18,Female,2000
45680,Kansas,Wilson,62.64,Female,2000
45681,Kansas,Woodson,59.02,Female,2000
45682,Kansas,Wyandotte,64.89,Female,2000
45683,Kentucky,All counties,63.17,Female,2000
45684,Kentucky,Adair,62.66,Female,2000
45685,Kentucky,Allen,65.24,Female,2000
45686,Kentucky,Anderson,62.84,Female,2000
45687,Kentucky,Ballard,65.66,Female,2000
45688,Kentucky,Barren,63.74,Female,2000
45689,Kentucky,Bath,65.69,Female,2000
45690,Kentucky,Bell,69.41,Female,2000
45691,Kentucky,Boone,62.69,Female,2000
45692,Kentucky,Bourbon,61.82,Female,2000
45693,Kentucky,Boyd,66.77,Female,2000
45694,Kentucky,Boyle,63.55,Female,2000
45695,Kentucky,Bracken,67.88,Female,2000
45696,Kentucky,Breathitt,71.65,Female,2000
45697,Kentucky,Breckinridge,65.20,Female,2000
45698,Kentucky,Bullitt,62.88,Female,2000
45699,Kentucky,Butler,64.98,Female,2000
45700,Kentucky,Caldwell,64.65,Female,2000
45701,Kentucky,Calloway,61.73,Female,2000
45702,Kentucky,Campbell,63.83,Female,2000
45703,Kentucky,Carlisle,63.67,Female,2000
45704,Kentucky,Carroll,70.61,Female,2000
45705,Kentucky,Carter,65.22,Female,2000
45706,Kentucky,Casey,64.08,Female,2000
45707,Kentucky,Christian,64.58,Female,2000
45708,Kentucky,Clark,63.55,Female,2000
45709,Kentucky,Clay,70.11,Female,2000
45710,Kentucky,Clinton,66.25,Female,2000
45711,Kentucky,Crittenden,67.49,Female,2000
45712,Kentucky,Cumberland,68.28,Female,2000
45713,Kentucky,Daviess,62.51,Female,2000
45714,Kentucky,Edmonson,60.82,Female,2000
45715,Kentucky,Elliott,63.48,Female,2000
45716,Kentucky,Estill,65.94,Female,2000
45717,Kentucky,Fayette,60.49,Female,2000
45718,Kentucky,Fleming,67.07,Female,2000
45719,Kentucky,Floyd,70.93,Female,2000
45720,Kentucky,Franklin,64.15,Female,2000
45721,Kentucky,Fulton,68.71,Female,2000
45722,Kentucky,Gallatin,72.27,Female,2000
45723,Kentucky,Garrard,61.79,Female,2000
45724,Kentucky,Grant,67.82,Female,2000
45725,Kentucky,Graves,62.92,Female,2000
45726,Kentucky,Grayson,66.58,Female,2000
45727,Kentucky,Green,61.21,Female,2000
45728,Kentucky,Greenup,66.51,Female,2000
45729,Kentucky,Hancock,64.31,Female,2000
45730,Kentucky,Hardin,63.09,Female,2000
45731,Kentucky,Harlan,70.38,Female,2000
45732,Kentucky,Harrison,65.58,Female,2000
45733,Kentucky,Hart,66.84,Female,2000
45734,Kentucky,Henderson,64.08,Female,2000
45735,Kentucky,Henry,66.60,Female,2000
45736,Kentucky,Hickman,62.11,Female,2000
45737,Kentucky,Hopkins,65.43,Female,2000
45738,Kentucky,Jackson,68.97,Female,2000
45739,Kentucky,Jefferson,62.85,Female,2000
45740,Kentucky,Jessamine,63.44,Female,2000
45741,Kentucky,Johnson,68.51,Female,2000
45742,Kentucky,Kenton,62.88,Female,2000
45743,Kentucky,Knott,66.09,Female,2000
45744,Kentucky,Knox,67.25,Female,2000
45745,Kentucky,Larue,62.24,Female,2000
45746,Kentucky,Laurel,64.94,Female,2000
45747,Kentucky,Lawrence,69.77,Female,2000
45748,Kentucky,Lee,69.39,Female,2000
45749,Kentucky,Leslie,69.62,Female,2000
45750,Kentucky,Letcher,70.83,Female,2000
45751,Kentucky,Lewis,67.38,Female,2000
45752,Kentucky,Lincoln,64.57,Female,2000
45753,Kentucky,Livingston,66.13,Female,2000
45754,Kentucky,Logan,63.71,Female,2000
45755,Kentucky,Lyon,65.49,Female,2000
45756,Kentucky,Madison,62.13,Female,2000
45757,Kentucky,Magoffin,70.12,Female,2000
45758,Kentucky,Marion,61.84,Female,2000
45759,Kentucky,Marshall,61.82,Female,2000
45760,Kentucky,Martin,69.21,Female,2000
45761,Kentucky,Mason,67.84,Female,2000
45762,Kentucky,McCracken,63.39,Female,2000
45763,Kentucky,McCreary,70.91,Female,2000
45764,Kentucky,McLean,66.64,Female,2000
45765,Kentucky,Meade,64.60,Female,2000
45766,Kentucky,Menifee,66.50,Female,2000
45767,Kentucky,Mercer,64.42,Female,2000
45768,Kentucky,Metcalfe,66.74,Female,2000
45769,Kentucky,Monroe,67.27,Female,2000
45770,Kentucky,Montgomery,62.93,Female,2000
45771,Kentucky,Morgan,65.72,Female,2000
45772,Kentucky,Muhlenberg,65.84,Female,2000
45773,Kentucky,Nelson,61.89,Female,2000
45774,Kentucky,Nicholas,67.49,Female,2000
45775,Kentucky,Ohio,65.16,Female,2000
45776,Kentucky,Oldham,60.50,Female,2000
45777,Kentucky,Owen,63.59,Female,2000
45778,Kentucky,Owsley,72.38,Female,2000
45779,Kentucky,Pendleton,66.75,Female,2000
45780,Kentucky,Perry,72.17,Female,2000
45781,Kentucky,Pike,70.68,Female,2000
45782,Kentucky,Powell,70.36,Female,2000
45783,Kentucky,Pulaski,63.71,Female,2000
45784,Kentucky,Robertson,66.10,Female,2000
45785,Kentucky,Rockcastle,66.39,Female,2000
45786,Kentucky,Rowan,65.29,Female,2000
45787,Kentucky,Russell,63.43,Female,2000
45788,Kentucky,Scott,62.28,Female,2000
45789,Kentucky,Shelby,62.38,Female,2000
45790,Kentucky,Simpson,64.44,Female,2000
45791,Kentucky,Spencer,64.15,Female,2000
45792,Kentucky,Taylor,64.24,Female,2000
45793,Kentucky,Todd,65.19,Female,2000
45794,Kentucky,Trigg,63.78,Female,2000
45795,Kentucky,Trimble,64.52,Female,2000
45796,Kentucky,Union,65.60,Female,2000
45797,Kentucky,Warren,62.20,Female,2000
45798,Kentucky,Washington,61.36,Female,2000
45799,Kentucky,Wayne,64.36,Female,2000
45800,Kentucky,Webster,66.02,Female,2000
45801,Kentucky,Whitley,68.81,Female,2000
45802,Kentucky,Wolfe,72.25,Female,2000
45803,Kentucky,Woodford,62.44,Female,2000
45804,Louisiana,All counties,62.80,Female,2000
45805,Louisiana,Acadia,66.22,Female,2000
45806,Louisiana,Allen,64.23,Female,2000
45807,Louisiana,Ascension,62.74,Female,2000
45808,Louisiana,Assumption,61.28,Female,2000
45809,Louisiana,Avoyelles,65.79,Female,2000
45810,Louisiana,Beauregard,66.13,Female,2000
45811,Louisiana,Bienville,65.39,Female,2000
45812,Louisiana,Bossier,62.35,Female,2000
45813,Louisiana,Caddo,62.48,Female,2000
45814,Louisiana,Calcasieu,64.91,Female,2000
45815,Louisiana,Caldwell,67.26,Female,2000
45816,Louisiana,Cameron,59.54,Female,2000
45817,Louisiana,Catahoula,67.05,Female,2000
45818,Louisiana,Claiborne,61.24,Female,2000
45819,Louisiana,Concordia,66.49,Female,2000
45820,Louisiana,De Soto,64.85,Female,2000
45821,Louisiana,East Batom Rouge,61.54,Female,2000
45822,Louisiana,East Carroll,70.69,Female,2000
45823,Louisiana,East Feliciana,69.65,Female,2000
45824,Louisiana,Evangeline,68.96,Female,2000
45825,Louisiana,Franklin,67.87,Female,2000
45826,Louisiana,Grant,66.31,Female,2000
45827,Louisiana,Iberia,63.90,Female,2000
45828,Louisiana,Iberville,67.10,Female,2000
45829,Louisiana,Jackson,65.18,Female,2000
45830,Louisiana,Jefferson Davis,65.43,Female,2000
45831,Louisiana,Jefferson,62.29,Female,2000
45832,Louisiana,LaSalle,67.38,Female,2000
45833,Louisiana,Lafayette,61.65,Female,2000
45834,Louisiana,Lafourche,61.23,Female,2000
45835,Louisiana,Lincoln,59.83,Female,2000
45836,Louisiana,Livingston ,64.75,Female,2000
45837,Louisiana,Madison ,70.83,Female,2000
45838,Louisiana,Morehouse ,66.58,Female,2000
45839,Louisiana,Natchitoches ,63.29,Female,2000
45840,Louisiana,Orleans ,63.49,Female,2000
45841,Louisiana,Ouachita ,64.26,Female,2000
45842,Louisiana,Plaquemines ,66.08,Female,2000
45843,Louisiana,Pointe Coupee ,62.78,Female,2000
45844,Louisiana,Rapides ,65.45,Female,2000
45845,Louisiana,Red River ,67.31,Female,2000
45846,Louisiana,Richland ,66.43,Female,2000
45847,Louisiana,Sabine ,61.37,Female,2000
45848,Louisiana,Saint Bernard ,68.05,Female,2000
45849,Louisiana,Saint Charles ,63.23,Female,2000
45850,Louisiana,Saint Helena ,63.38,Female,2000
45851,Louisiana,Saint James ,64.66,Female,2000
45852,Louisiana,Saint John the Baptist ,65.88,Female,2000
45853,Louisiana,Saint Landry ,63.73,Female,2000
45854,Louisiana,Saint Martin ,63.21,Female,2000
45855,Louisiana,Saint Mary ,64.90,Female,2000
45856,Louisiana,Saint Tammany ,62.18,Female,2000
45857,Louisiana,Tangipahoa ,67.33,Female,2000
45858,Louisiana,Tensas,67.29,Female,2000
45859,Louisiana,Terrebonne ,63.70,Female,2000
45860,Louisiana,Union ,65.45,Female,2000
45861,Louisiana,Vermilion ,61.02,Female,2000
45862,Louisiana,Vernon ,66.36,Female,2000
45863,Louisiana,Washington ,68.95,Female,2000
45864,Louisiana,Webster,65.18,Female,2000
45865,Louisiana,West Baton Rouge ,63.82,Female,2000
45866,Louisiana,West Carroll ,65.73,Female,2000
45867,Louisiana,West Feliciana ,61.58,Female,2000
45868,Louisiana,Winn ,67.39,Female,2000
45869,Maine,All counties,58.61,Female,2000
45870,Maine,Androscoggin,60.63,Female,2000
45871,Maine,Aroostook,60.50,Female,2000
45872,Maine,Cumberland,57.45,Female,2000
45873,Maine,Franklin,58.34,Female,2000
45874,Maine,Hancock,58.61,Female,2000
45875,Maine,Kennebec,59.81,Female,2000
45876,Maine,Knox,56.33,Female,2000
45877,Maine,Lincoln,56.27,Female,2000
45878,Maine,Oxford,60.76,Female,2000
45879,Maine,Penobscot,62.62,Female,2000
45880,Maine,Piscataquis,62.39,Female,2000
45881,Maine,Sagadahoc,59.47,Female,2000
45882,Maine,Somerset,63.38,Female,2000
45883,Maine,Waldo,61.10,Female,2000
45884,Maine,Washington,63.89,Female,2000
45885,Maine,York,57.41,Female,2000
45886,Maryland,All counties,59.48,Female,2000
45887,Maryland,Allegany,63.00,Female,2000
45888,Maryland,Anne Arundel,61.74,Female,2000
45889,Maryland,Baltimore City,68.48,Female,2000
45890,Maryland,Baltimore,59.62,Female,2000
45891,Maryland,Calvert,60.71,Female,2000
45892,Maryland,Caroline,64.83,Female,2000
45893,Maryland,Carroll,60.29,Female,2000
45894,Maryland,Cecil,63.91,Female,2000
45895,Maryland,Charles,62.02,Female,2000
45896,Maryland,Dorchester,63.29,Female,2000
45897,Maryland,Frederick,58.05,Female,2000
45898,Maryland,Garrett,59.71,Female,2000
45899,Maryland,Harford,60.59,Female,2000
45900,Maryland,Howard,55.10,Female,2000
45901,Maryland,Kent,60.14,Female,2000
45902,Maryland,Montgomery,54.30,Female,2000
45903,Maryland,Prince George's,54.30,Female,2000
45904,Maryland,Queen Anne's,57.78,Female,2000
45905,Maryland,Saint Mary's,61.13,Female,2000
45906,Maryland,Somerset,66.22,Female,2000
45907,Maryland,Talbot,55.52,Female,2000
45908,Maryland,Washington,60.64,Female,2000
45909,Maryland,Wicomico,64.41,Female,2000
45910,Maryland,Worcester,58.35,Female,2000
45911,Massachusetts,All counties,56.01,Female,2000
45912,Massachusetts,Barnstable,51.97,Female,2000
45913,Massachusetts,Berkshire,56.96,Female,2000
45914,Massachusetts,Bristol,57.86,Female,2000
45915,Massachusetts,Dukes,53.86,Female,2000
45916,Massachusetts,Essex,55.95,Female,2000
45917,Massachusetts,Franklin,57.28,Female,2000
45918,Massachusetts,Hampden,59.32,Female,2000
45919,Massachusetts,Hampshire,57.53,Female,2000
45920,Massachusetts,Middlesex,55.26,Female,2000
45921,Massachusetts,Nantucket,57.01,Female,2000
45922,Massachusetts,Norfolk,55.19,Female,2000
45923,Massachusetts,Plymouth,59.15,Female,2000
45924,Massachusetts,Suffolk,57.13,Female,2000
45925,Massachusetts,Worcester,57.73,Female,2000
45926,Michigan,All counties,59.24,Female,2000
45927,Michigan,Alcona,58.93,Female,2000
45928,Michigan,Alger,61.92,Female,2000
45929,Michigan,Allegan,59.38,Female,2000
45930,Michigan,Alpena,59.52,Female,2000
45931,Michigan,Antrim,57.60,Female,2000
45932,Michigan,Arenac,63.74,Female,2000
45933,Michigan,Baraga,64.39,Female,2000
45934,Michigan,Barry,58.45,Female,2000
45935,Michigan,Bay,59.75,Female,2000
45936,Michigan,Benzie,57.52,Female,2000
45937,Michigan,Berrien,59.55,Female,2000
45938,Michigan,Branch,61.02,Female,2000
45939,Michigan,Calhoun,62.22,Female,2000
45940,Michigan,Cass,60.27,Female,2000
45941,Michigan,Charlevoix,57.76,Female,2000
45942,Michigan,Cheboygan,58.03,Female,2000
45943,Michigan,Chippewa,58.41,Female,2000
45944,Michigan,Clare,64.80,Female,2000
45945,Michigan,Clinton,57.29,Female,2000
45946,Michigan,Crawford,61.92,Female,2000
45947,Michigan,Delta,57.49,Female,2000
45948,Michigan,Dickinson,56.73,Female,2000
45949,Michigan,Eaton,58.38,Female,2000
45950,Michigan,Emmet,57.75,Female,2000
45951,Michigan,Genesee,63.28,Female,2000
45952,Michigan,Gladwin,60.68,Female,2000
45953,Michigan,Gogebic,59.04,Female,2000
45954,Michigan,Grand Traverse,55.11,Female,2000
45955,Michigan,Gratiot,61.95,Female,2000
45956,Michigan,Hillsdale,59.40,Female,2000
45957,Michigan,Houghton,60.36,Female,2000
45958,Michigan,Huron,59.19,Female,2000
45959,Michigan,Ingham,59.29,Female,2000
45960,Michigan,Ionia,61.96,Female,2000
45961,Michigan,Iosco,61.03,Female,2000
45962,Michigan,Iron,57.80,Female,2000
45963,Michigan,Isabella,59.68,Female,2000
45964,Michigan,Jackson,60.79,Female,2000
45965,Michigan,Kalamazoo,58.61,Female,2000
45966,Michigan,Kalkaska,59.99,Female,2000
45967,Michigan,Kent,56.88,Female,2000
45968,Michigan,Keweenaw,60.04,Female,2000
45969,Michigan,Lake,63.83,Female,2000
45970,Michigan,Lapeer,63.49,Female,2000
45971,Michigan,Leelanau,50.40,Female,2000
45972,Michigan,Lenawee,60.78,Female,2000
45973,Michigan,Livingston,59.85,Female,2000
45974,Michigan,Luce,62.27,Female,2000
45975,Michigan,Mackinac,60.45,Female,2000
45976,Michigan,Macomb,58.99,Female,2000
45977,Michigan,Manistee,59.90,Female,2000
45978,Michigan,Marquette,60.62,Female,2000
45979,Michigan,Mason,59.28,Female,2000
45980,Michigan,Mecosta,59.41,Female,2000
45981,Michigan,Menominee,58.29,Female,2000
45982,Michigan,Midland,55.30,Female,2000
45983,Michigan,Missaukee,59.00,Female,2000
45984,Michigan,Monroe,62.05,Female,2000
45985,Michigan,Montcalm,62.29,Female,2000
45986,Michigan,Montmorency,61.18,Female,2000
45987,Michigan,Muskegon,61.44,Female,2000
45988,Michigan,Newaygo,60.34,Female,2000
45989,Michigan,Oakland,56.79,Female,2000
45990,Michigan,Oceana,58.98,Female,2000
45991,Michigan,Ogemaw,65.04,Female,2000
45992,Michigan,Ontonagon,63.09,Female,2000
45993,Michigan,Osceola,60.94,Female,2000
45994,Michigan,Oscoda,60.40,Female,2000
45995,Michigan,Otsego,58.67,Female,2000
45996,Michigan,Ottawa,52.71,Female,2000
45997,Michigan,Presque Isle,57.27,Female,2000
45998,Michigan,Roscommon,60.55,Female,2000
45999,Michigan,Saginaw,60.19,Female,2000
46000,Michigan,Saint Clair,61.88,Female,2000
46001,Michigan,Saint Joseph,61.91,Female,2000
46002,Michigan,Sanilac,60.66,Female,2000
46003,Michigan,Schoolcraft,62.05,Female,2000
46004,Michigan,Shiawassee,61.33,Female,2000
46005,Michigan,Tuscola,60.49,Female,2000
46006,Michigan,Van Buren,61.09,Female,2000
46007,Michigan,Washtenaw,56.68,Female,2000
46008,Michigan,Wayne,63.11,Female,2000
46009,Michigan,Wexford,61.70,Female,2000
46010,Minnesota,All counties,53.47,Female,2000
46011, Minnesota,Aitkin,54.30,Female,2000
46012, Minnesota,Anoka,55.82,Female,2000
46013, Minnesota,Becker,57.33,Female,2000
46014, Minnesota,Beltrami,57.28,Female,2000
46015, Minnesota,Benton,59.03,Female,2000
46016, Minnesota,Big Stone,55.17,Female,2000
46017, Minnesota,Blue Earth,53.12,Female,2000
46018, Minnesota,Brown,51.96,Female,2000
46019, Minnesota,Carlton,59.55,Female,2000
46020, Minnesota,Carver,51.88,Female,2000
46021, Minnesota,Cass,58.74,Female,2000
46022, Minnesota,Chippewa,52.23,Female,2000
46023, Minnesota,Chisago,58.20,Female,2000
46024, Minnesota,Clay,52.92,Female,2000
46025, Minnesota,Clearwater,57.98,Female,2000
46026, Minnesota,Cook,52.17,Female,2000
46027, Minnesota,Cottonwood,49.78,Female,2000
