,Location,County,Mortality Risk %,Sex,Year
0,United States,All counties,63.89,Cpmbined,1980
1,Alabama,All counties,65.00,Cpmbined,1980
2,Alabama,Autauga,66.76,Cpmbined,1980
3,Alabama,Baldwin,61.16,Cpmbined,1980
4,Alabama,Barbour,65.71,Cpmbined,1980
5,Alabama,Bibb,66.96,Cpmbined,1980
6,Alabama,Blount,63.06,Cpmbined,1980
7,Alabama,Bullock,67.49,Cpmbined,1980
8,Alabama,Butler,62.60,Cpmbined,1980
9,Alabama,Calhoun,65.85,Cpmbined,1980
10,Alabama,Chambers,64.60,Cpmbined,1980
11,Alabama,Cherokee,65.09,Cpmbined,1980
12,Alabama,Chilton,64.79,Cpmbined,1980
13,Alabama,Choctaw,63.29,Cpmbined,1980
14,Alabama,Clarke,66.00,Cpmbined,1980
15,Alabama,Clay,62.70,Cpmbined,1980
16,Alabama,Cleburne,65.22,Cpmbined,1980
17,Alabama,Coffee,61.29,Cpmbined,1980
18,Alabama,Colbert,62.32,Cpmbined,1980
19,Alabama,Conecuh,61.29,Cpmbined,1980
20,Alabama,Coosa,63.58,Cpmbined,1980
21,Alabama,Covington,63.63,Cpmbined,1980
22,Alabama,Crenshaw,64.82,Cpmbined,1980
23,Alabama,Cullman,62.53,Cpmbined,1980
24,Alabama,Dale,61.56,Cpmbined,1980
25,Alabama,Dallas,65.74,Cpmbined,1980
26,Alabama,DeKalb,63.54,Cpmbined,1980
27,Alabama,Elmore,65.88,Cpmbined,1980
28,Alabama,Escambia,65.64,Cpmbined,1980
29,Alabama,Etowah,65.19,Cpmbined,1980
30,Alabama,Fayette,61.10,Cpmbined,1980
31,Alabama,Franklin,64.55,Cpmbined,1980
32,Alabama,Geneva,64.51,Cpmbined,1980
33,Alabama,Greene,64.70,Cpmbined,1980
34,Alabama,Hale,65.22,Cpmbined,1980
35,Alabama,Henry,65.29,Cpmbined,1980
36,Alabama,Houston,63.63,Cpmbined,1980
37,Alabama,Jackson,67.43,Cpmbined,1980
38,Alabama,Jefferson,65.98,Cpmbined,1980
39,Alabama,Lamar,63.96,Cpmbined,1980
40,Alabama,Lauderdale,60.25,Cpmbined,1980
41,Alabama,Lawrence,65.55,Cpmbined,1980
42,Alabama,Lee,66.60,Cpmbined,1980
43,Alabama,Limestone,66.26,Cpmbined,1980
44,Alabama,Lowndes,63.70,Cpmbined,1980
45,Alabama,Macon,63.03,Cpmbined,1980
46,Alabama,Madison,65.66,Cpmbined,1980
47,Alabama,Marengo,66.34,Cpmbined,1980
48,Alabama,Marion,60.27,Cpmbined,1980
49,Alabama,Marshall,64.69,Cpmbined,1980
50,Alabama,Mobile,66.18,Cpmbined,1980
51,Alabama,Monroe,63.14,Cpmbined,1980
52,Alabama,Montgomery,66.52,Cpmbined,1980
53,Alabama,Morgan,64.35,Cpmbined,1980
54,Alabama,Perry,60.35,Cpmbined,1980
55,Alabama,Pickens,63.46,Cpmbined,1980
56,Alabama,Pike,63.10,Cpmbined,1980
57,Alabama,Randolph,63.59,Cpmbined,1980
58,Alabama,Russell,73.39,Cpmbined,1980
59,Alabama,Saint Clair,64.99,Cpmbined,1980
60,Alabama,Shelby,68.54,Cpmbined,1980
61,Alabama,Sumter,64.73,Cpmbined,1980
62,Alabama,Talladega,67.01,Cpmbined,1980
63,Alabama,Tallapoosa,65.76,Cpmbined,1980
64,Alabama,Tuscaloosa,63.14,Cpmbined,1980
65,Alabama,Walker,64.41,Cpmbined,1980
66,Alabama,Washington,64.83,Cpmbined,1980
67,Alabama,Wilcox,63.21,Cpmbined,1980
68,Alabama,Winston,65.83,Cpmbined,1980
69,Alaska,All counties,67.31,Cpmbined,1980
70,Alaska,Aleutians East Borough,72.61,Cpmbined,1980
71,Alaska,Aleutians West Census Area,72.61,Cpmbined,1980
72,Alaska,Anchorage Municipality,64.19,Cpmbined,1980
73,Alaska,Bethel Census Area,69.14,Cpmbined,1980
74,Alaska,Bristol Bay Borough,66.22,Cpmbined,1980
75,Alaska,Denali Borough,70.51,Cpmbined,1980
76,Alaska,Dillingham Census Area,74.96,Cpmbined,1980
77,Alaska,Fairbanks North Star Borough,68.23,Cpmbined,1980
78,Alaska,Haines Borough,58.36,Cpmbined,1980
79,Alaska,Hoonah-Angoon Census Area,67.95,Cpmbined,1980
80,Alaska,Juneau City and Borough,61.67,Cpmbined,1980
81,Alaska,Kenai Peninsula Borough,65.68,Cpmbined,1980
82,Alaska,Ketchikan Gateway Borough,69.02,Cpmbined,1980
83,Alaska,Kodiak Island Borough,69.89,Cpmbined,1980
84,Alaska,Kusilvak Census Area,74.50,Cpmbined,1980
85,Alaska,Lake and Peninsula Borough,74.96,Cpmbined,1980
86,Alaska,Matanuska-Susitna Borough,64.60,Cpmbined,1980
87,Alaska,Nome Census Area,73.96,Cpmbined,1980
88,Alaska,North Slope Borough,82.91,Cpmbined,1980
89,Alaska,Northwest Arctic Borough,73.26,Cpmbined,1980
90,Alaska,Petersburg Borough,69.02,Cpmbined,1980
91,Alaska,Prince of Wales-Hyder Census Area,69.02,Cpmbined,1980
92,Alaska,Sitka City and Borough,70.22,Cpmbined,1980
93,Alaska,Skagway Municipality,67.95,Cpmbined,1980
94,Alaska,Southeast Fairbanks Census Area,66.22,Cpmbined,1980
95,Alaska,Valdez-Cordova Census Area,69.27,Cpmbined,1980
96,Alaska,Wrangell City and Borough,69.02,Cpmbined,1980
97,Alaska,Yakutat City and Borough,67.95,Cpmbined,1980
98,Alaska,Yukon-Koyukuk Census Area,70.51,Cpmbined,1980
99,Arizona,All counties,60.20,Cpmbined,1980
100,Arizona,Apache,59.72,Cpmbined,1980
101,Arizona,Cochise,61.03,Cpmbined,1980
102,Arizona,Coconino,57.58,Cpmbined,1980
103,Arizona,Gila,60.62,Cpmbined,1980
104,Arizona,Graham,62.80,Cpmbined,1980
105,Arizona,Greenlee,63.95,Cpmbined,1980
106,Arizona,La Paz,57.11,Cpmbined,1980
107,Arizona,Maricopa,60.20,Cpmbined,1980
108,Arizona,Mohave,61.80,Cpmbined,1980
109,Arizona,Navajo,60.71,Cpmbined,1980
110,Arizona,Pima,60.00,Cpmbined,1980
111,Arizona,Pinal,62.74,Cpmbined,1980
112,Arizona,Santa Cruz,58.87,Cpmbined,1980
113,Arizona,Yavapai,59.67,Cpmbined,1980
114,Arizona,Yuma,57.11,Cpmbined,1980
115,Arkansas,All counties,63.52,Cpmbined,1980
116,Arkansas,Arkansas,66.16,Cpmbined,1980
117,Arkansas,Ashley,64.03,Cpmbined,1980
118,Arkansas,Baxter,59.13,Cpmbined,1980
119,Arkansas,Benton,60.08,Cpmbined,1980
120,Arkansas,Boone,60.00,Cpmbined,1980
121,Arkansas,Bradley,65.94,Cpmbined,1980
122,Arkansas,Calhoun,63.80,Cpmbined,1980
123,Arkansas,Carroll,59.26,Cpmbined,1980
124,Arkansas,Chicot,64.58,Cpmbined,1980
125,Arkansas,Clark,62.55,Cpmbined,1980
126,Arkansas,Clay,64.16,Cpmbined,1980
127,Arkansas,Cleburne,60.42,Cpmbined,1980
128,Arkansas,Cleveland,62.88,Cpmbined,1980
129,Arkansas,Columbia,61.46,Cpmbined,1980
130,Arkansas,Conway,62.62,Cpmbined,1980
131,Arkansas,Craighead,65.58,Cpmbined,1980
132,Arkansas,Crawford,65.36,Cpmbined,1980
133,Arkansas,Crittenden,69.26,Cpmbined,1980
134,Arkansas,Cross,65.80,Cpmbined,1980
135,Arkansas,Dallas,65.28,Cpmbined,1980
136,Arkansas,Desha,65.10,Cpmbined,1980
137,Arkansas,Drew,61.95,Cpmbined,1980
138,Arkansas,Faulkner,62.33,Cpmbined,1980
139,Arkansas,Franklin,61.89,Cpmbined,1980
140,Arkansas,Fulton,60.02,Cpmbined,1980
141,Arkansas,Garland,60.57,Cpmbined,1980
142,Arkansas,Grant,65.56,Cpmbined,1980
143,Arkansas,Greene,62.74,Cpmbined,1980
144,Arkansas,Hempstead,62.45,Cpmbined,1980
145,Arkansas,Hot Spring,62.03,Cpmbined,1980
146,Arkansas,Howard,62.48,Cpmbined,1980
147,Arkansas,Independence,62.72,Cpmbined,1980
148,Arkansas,Izard,59.63,Cpmbined,1980
149,Arkansas,Jackson,64.43,Cpmbined,1980
150,Arkansas,Jefferson,65.12,Cpmbined,1980
151,Arkansas,Johnson,61.98,Cpmbined,1980
152,Arkansas,Lafayette,63.28,Cpmbined,1980
153,Arkansas,Lawrence,63.08,Cpmbined,1980
154,Arkansas,Lee,66.63,Cpmbined,1980
155,Arkansas,Lincoln,62.89,Cpmbined,1980
156,Arkansas,Little River,63.12,Cpmbined,1980
157,Arkansas,Logan,63.00,Cpmbined,1980
158,Arkansas,Lonoke,64.70,Cpmbined,1980
159,Arkansas,Madison,63.07,Cpmbined,1980
160,Arkansas,Marion,56.41,Cpmbined,1980
161,Arkansas,Miller,64.18,Cpmbined,1980
162,Arkansas,Mississippi,68.68,Cpmbined,1980
163,Arkansas,Monroe,67.75,Cpmbined,1980
164,Arkansas,Montgomery,61.52,Cpmbined,1980
165,Arkansas,Nevada,63.55,Cpmbined,1980
166,Arkansas,Newton,58.51,Cpmbined,1980
167,Arkansas,Ouachita,64.63,Cpmbined,1980
168,Arkansas,Perry,67.32,Cpmbined,1980
169,Arkansas,Phillips,71.64,Cpmbined,1980
170,Arkansas,Pike,61.47,Cpmbined,1980
171,Arkansas,Poinsett,66.68,Cpmbined,1980
172,Arkansas,Polk,60.88,Cpmbined,1980
173,Arkansas,Pope,60.39,Cpmbined,1980
174,Arkansas,Prairie,62.31,Cpmbined,1980
175,Arkansas,Pulaski,65.16,Cpmbined,1980
176,Arkansas,Randolph,61.89,Cpmbined,1980
177,Arkansas,Saint Francis,69.79,Cpmbined,1980
178,Arkansas,Saline,61.43,Cpmbined,1980
179,Arkansas,Scott,64.47,Cpmbined,1980
180,Arkansas,Searcy,60.52,Cpmbined,1980
181,Arkansas,Sebastian,61.75,Cpmbined,1980
182,Arkansas,Sevier,65.22,Cpmbined,1980
183,Arkansas,Sharp,59.38,Cpmbined,1980
184,Arkansas,Stone,62.55,Cpmbined,1980
185,Arkansas,Union,64.04,Cpmbined,1980
186,Arkansas,Van Buren,57.43,Cpmbined,1980
187,Arkansas,Washington,63.48,Cpmbined,1980
188,Arkansas,White,62.74,Cpmbined,1980
189,Arkansas,Woodruff,69.18,Cpmbined,1980
190,Arkansas,Yell,62.40,Cpmbined,1980
191,California,All counties,62.93,Cpmbined,1980
192,California,Alameda,64.22,Cpmbined,1980
193,California,Alpine,67.19,Cpmbined,1980
194,California,Amador,61.44,Cpmbined,1980
195,California,Butte,61.37,Cpmbined,1980
196,California,Calaveras,61.41,Cpmbined,1980
197,California,Colusa,66.60,Cpmbined,1980
198,California,Contra Costa,62.18,Cpmbined,1980
199,California,Del Norte,67.55,Cpmbined,1980
200,California,El Dorado,62.44,Cpmbined,1980
201,California,Fresno,61.61,Cpmbined,1980
202,California,Glenn,65.25,Cpmbined,1980
203,California,Humboldt,66.14,Cpmbined,1980
204,California,Imperial,68.14,Cpmbined,1980
205,California,Inyo,63.27,Cpmbined,1980
206,California,Kern,66.72,Cpmbined,1980
207,California,Kings,66.72,Cpmbined,1980
208,California,Lake,64.63,Cpmbined,1980
209,California,Lassen,65.46,Cpmbined,1980
210,California,Los Angeles,63.86,Cpmbined,1980
211,California,Madera,61.86,Cpmbined,1980
212,California,Marin,62.97,Cpmbined,1980
213,California,Mariposa,61.85,Cpmbined,1980
214,California,Mendocino,64.67,Cpmbined,1980
215,California,Merced,64.82,Cpmbined,1980
216,California,Modoc,63.27,Cpmbined,1980
217,California,Mono,56.50,Cpmbined,1980
218,California,Monterey,61.55,Cpmbined,1980
219,California,Napa,59.83,Cpmbined,1980
220,California,Nevada,58.08,Cpmbined,1980
221,California,Orange,60.16,Cpmbined,1980
222,California,Placer,64.37,Cpmbined,1980
223,California,Plumas,62.37,Cpmbined,1980
224,California,Riverside,63.12,Cpmbined,1980
225,California,Sacramento,63.04,Cpmbined,1980
226,California,San Benito,62.77,Cpmbined,1980
227,California,San Bernardino,65.69,Cpmbined,1980
228,California,San Diego,60.88,Cpmbined,1980
229,California,San Francisco,62.65,Cpmbined,1980
230,California,San Joaquin,63.98,Cpmbined,1980
231,California,San Luis Obispo,60.07,Cpmbined,1980
232,California,San Mateo,61.49,Cpmbined,1980
233,California,Santa Barbara,58.15,Cpmbined,1980
234,California,Santa Clara,61.31,Cpmbined,1980
235,California,Santa Cruz,60.54,Cpmbined,1980
236,California,Shasta,64.08,Cpmbined,1980
237,California,Sierra,60.33,Cpmbined,1980
238,California,Siskiyou,61.39,Cpmbined,1980
239,California,Solano,65.80,Cpmbined,1980
240,California,Sonoma,62.28,Cpmbined,1980
241,California,Stanislaus,64.02,Cpmbined,1980
242,California,Sutter,65.88,Cpmbined,1980
243,California,Tehama,64.65,Cpmbined,1980
244,California,Trinity,66.13,Cpmbined,1980
245,California,Tulare,64.31,Cpmbined,1980
246,California,Tuolumne,60.43,Cpmbined,1980
247,California,Ventura,61.14,Cpmbined,1980
248,California,Yolo,68.13,Cpmbined,1980
249,California,Yuba,66.90,Cpmbined,1980
250,Colorado,All counties,60.69,Cpmbined,1980
251,Colorado,Adams,60.90,Cpmbined,1980
252,Colorado,Alamosa,61.64,Cpmbined,1980
253,Colorado,Arapahoe,60.90,Cpmbined,1980
254,Colorado,Archuleta,56.41,Cpmbined,1980
255,Colorado,Baca,58.25,Cpmbined,1980
256,Colorado,Bent,60.70,Cpmbined,1980
257,Colorado,Boulder,60.90,Cpmbined,1980
258,Colorado,Broomfield,60.90,Cpmbined,1980
259,Colorado,Chaffee,61.51,Cpmbined,1980
260,Colorado,Cheyenne,60.01,Cpmbined,1980
261,Colorado,Clear Creek,59.06,Cpmbined,1980
262,Colorado,Conejos,60.22,Cpmbined,1980
263,Colorado,Costilla,58.44,Cpmbined,1980
264,Colorado,Crowley,64.81,Cpmbined,1980
265,Colorado,Custer,53.98,Cpmbined,1980
266,Colorado,Delta,56.51,Cpmbined,1980
267,Colorado,Denver,60.90,Cpmbined,1980
268,Colorado,Dolores,57.89,Cpmbined,1980
269,Colorado,Douglas,63.16,Cpmbined,1980
270,Colorado,Eagle,52.67,Cpmbined,1980
271,Colorado,El Paso,60.39,Cpmbined,1980
272,Colorado,Elbert,61.71,Cpmbined,1980
273,Colorado,Fremont,63.67,Cpmbined,1980
274,Colorado,Garfield,60.68,Cpmbined,1980
275,Colorado,Gilpin,59.74,Cpmbined,1980
276,Colorado,Grand,59.48,Cpmbined,1980
277,Colorado,Gunnison,60.87,Cpmbined,1980
278,Colorado,Hinsdale,51.63,Cpmbined,1980
279,Colorado,Huerfano,59.32,Cpmbined,1980
280,Colorado,Jackson,57.41,Cpmbined,1980
281,Colorado,Jefferson,60.90,Cpmbined,1980
282,Colorado,Kiowa,59.70,Cpmbined,1980
283,Colorado,Kit Carson,60.34,Cpmbined,1980
284,Colorado,La Plata,61.69,Cpmbined,1980
285,Colorado,Lake,65.33,Cpmbined,1980
286,Colorado,Larimer,57.70,Cpmbined,1980
287,Colorado,Las Animas,59.46,Cpmbined,1980
288,Colorado,Lincoln,61.12,Cpmbined,1980
289,Colorado,Logan,61.06,Cpmbined,1980
290,Colorado,Mesa,60.07,Cpmbined,1980
291,Colorado,Mineral,52.03,Cpmbined,1980
292,Colorado,Moffat,60.41,Cpmbined,1980
293,Colorado,Montezuma,60.80,Cpmbined,1980
294,Colorado,Montrose,60.51,Cpmbined,1980
295,Colorado,Morgan,62.98,Cpmbined,1980
296,Colorado,Otero,61.83,Cpmbined,1980
297,Colorado,Ouray,54.97,Cpmbined,1980
298,Colorado,Park,56.54,Cpmbined,1980
299,Colorado,Phillips,58.83,Cpmbined,1980
300,Colorado,Pitkin,45.28,Cpmbined,1980
301,Colorado,Prowers,63.70,Cpmbined,1980
302,Colorado,Pueblo,61.40,Cpmbined,1980
303,Colorado,Rio Blanco,61.34,Cpmbined,1980
304,Colorado,Rio Grande,62.94,Cpmbined,1980
305,Colorado,Routt,59.69,Cpmbined,1980
306,Colorado,Saguache,61.10,Cpmbined,1980
307,Colorado,San Juan,57.79,Cpmbined,1980
308,Colorado,San Miguel,49.53,Cpmbined,1980
309,Colorado,Sedgwick,62.99,Cpmbined,1980
310,Colorado,Summit,43.74,Cpmbined,1980
311,Colorado,Teller,60.77,Cpmbined,1980
312,Colorado,Washington,62.97,Cpmbined,1980
313,Colorado,Weld,60.90,Cpmbined,1980
314,Colorado,Yuma,60.92,Cpmbined,1980
315,Connecticut,All counties,62.39,Cpmbined,1980
316,Connecticut,Fairfield,62.80,Cpmbined,1980
317,Connecticut,Hartford,61.00,Cpmbined,1980
318,Connecticut,Litchfield,61.72,Cpmbined,1980
319,Connecticut,Middlesex,63.10,Cpmbined,1980
320,Connecticut,New Haven,62.55,Cpmbined,1980
321,Connecticut,New London,64.42,Cpmbined,1980
322,Connecticut,Tolland,64.12,Cpmbined,1980
323,Connecticut,Windham,64.16,Cpmbined,1980
324,Delaware,All counties,66.32,Cpmbined,1980
325,Delaware,Kent,65.30,Cpmbined,1980
326,Delaware,New Castle,66.69,Cpmbined,1980
327,Delaware,Sussex,65.92,Cpmbined,1980
328,Florida,All counties,58.98,Cpmbined,1980
329,Florida,Alachua,64.13,Cpmbined,1980
330,Florida,Baker,69.00,Cpmbined,1980
331,Florida,Bay,65.18,Cpmbined,1980
332,Florida,Bradford,67.38,Cpmbined,1980
333,Florida,Brevard,58.30,Cpmbined,1980
334,Florida,Broward,57.70,Cpmbined,1980
335,Florida,Calhoun,68.55,Cpmbined,1980
336,Florida,Charlotte,53.64,Cpmbined,1980
337,Florida,Citrus,57.03,Cpmbined,1980
338,Florida,Clay,67.37,Cpmbined,1980
339,Florida,Collier,54.73,Cpmbined,1980
340,Florida,Columbia,65.68,Cpmbined,1980
341,Florida,DeSoto,61.28,Cpmbined,1980
342,Florida,Dixie,62.75,Cpmbined,1980
343,Florida,Duval,67.81,Cpmbined,1980
344,Florida,Escambia,63.18,Cpmbined,1980
345,Florida,Flagler,56.67,Cpmbined,1980
346,Florida,Franklin,64.95,Cpmbined,1980
347,Florida,Gadsden,63.53,Cpmbined,1980
348,Florida,Gilchrist,70.75,Cpmbined,1980
349,Florida,Glades,60.95,Cpmbined,1980
350,Florida,Gulf,65.95,Cpmbined,1980
351,Florida,Hamilton,69.40,Cpmbined,1980
352,Florida,Hardee,61.25,Cpmbined,1980
353,Florida,Hendry,68.66,Cpmbined,1980
354,Florida,Hernando,58.11,Cpmbined,1980
355,Florida,Highlands,55.20,Cpmbined,1980
356,Florida,Hillsborough,63.87,Cpmbined,1980
357,Florida,Holmes,65.45,Cpmbined,1980
358,Florida,Indian River,54.49,Cpmbined,1980
359,Florida,Jackson,64.90,Cpmbined,1980
360,Florida,Jefferson,64.39,Cpmbined,1980
361,Florida,Lafayette,64.06,Cpmbined,1980
362,Florida,Lake,57.23,Cpmbined,1980
363,Florida,Lee,55.88,Cpmbined,1980
364,Florida,Leon,64.01,Cpmbined,1980
365,Florida,Levy,64.73,Cpmbined,1980
366,Florida,Liberty,68.23,Cpmbined,1980
367,Florida,Madison,65.39,Cpmbined,1980
368,Florida,Manatee,54.79,Cpmbined,1980
369,Florida,Marion,59.27,Cpmbined,1980
370,Florida,Martin,55.96,Cpmbined,1980
371,Florida,Miami-Dade,59.83,Cpmbined,1980
372,Florida,Monroe,58.62,Cpmbined,1980
373,Florida,Nassau,65.94,Cpmbined,1980
374,Florida,Okaloosa,65.01,Cpmbined,1980
375,Florida,Okeechobee,65.57,Cpmbined,1980
376,Florida,Orange,63.40,Cpmbined,1980
377,Florida,Osceola,62.48,Cpmbined,1980
378,Florida,Palm Beach,55.03,Cpmbined,1980
379,Florida,Pasco,56.28,Cpmbined,1980
380,Florida,Pinellas,56.83,Cpmbined,1980
381,Florida,Polk,60.11,Cpmbined,1980
382,Florida,Putnam,63.37,Cpmbined,1980
383,Florida,Saint Johns,65.68,Cpmbined,1980
384,Florida,Saint Lucie,59.82,Cpmbined,1980
385,Florida,Santa Rosa,65.66,Cpmbined,1980
386,Florida,Sarasota,54.22,Cpmbined,1980
387,Florida,Seminole,62.85,Cpmbined,1980
388,Florida,Sumter,61.11,Cpmbined,1980
389,Florida,Suwannee,65.58,Cpmbined,1980
390,Florida,Taylor,69.19,Cpmbined,1980
391,Florida,Union,72.91,Cpmbined,1980
392,Florida,Volusia,59.06,Cpmbined,1980
393,Florida,Wakulla,66.18,Cpmbined,1980
394,Florida,Walton,61.75,Cpmbined,1980
395,Florida,Washington,62.12,Cpmbined,1980
396,Georgia,All counties,66.77,Cpmbined,1980
397,Georgia,Appling,66.42,Cpmbined,1980
398,Georgia,Atkinson,74.48,Cpmbined,1980
399,Georgia,Bacon,69.88,Cpmbined,1980
400,Georgia,Baker,65.32,Cpmbined,1980
401,Georgia,Baldwin,61.18,Cpmbined,1980
402,Georgia,Banks,59.93,Cpmbined,1980
403,Georgia,Barrow,66.89,Cpmbined,1980
404,Georgia,Bartow,69.76,Cpmbined,1980
405,Georgia,Ben Hill,70.14,Cpmbined,1980
406,Georgia,Berrien,68.74,Cpmbined,1980
407,Georgia,Bibb,66.67,Cpmbined,1980
408,Georgia,Bleckley,65.93,Cpmbined,1980
409,Georgia,Brantley,70.10,Cpmbined,1980
410,Georgia,Brooks,68.88,Cpmbined,1980
411,Georgia,Bryan,72.75,Cpmbined,1980
412,Georgia,Bulloch,65.47,Cpmbined,1980
413,Georgia,Burke,68.48,Cpmbined,1980
414,Georgia,Butts,67.68,Cpmbined,1980
415,Georgia,Calhoun,70.40,Cpmbined,1980
416,Georgia,Camden,71.73,Cpmbined,1980
417,Georgia,Candler,69.55,Cpmbined,1980
418,Georgia,Carroll,65.85,Cpmbined,1980
419,Georgia,Catoosa,64.71,Cpmbined,1980
420,Georgia,Charlton,70.47,Cpmbined,1980
421,Georgia,Chatham,66.96,Cpmbined,1980
422,Georgia,Chattahoochee,66.42,Cpmbined,1980
423,Georgia,Chattooga,68.49,Cpmbined,1980
424,Georgia,Cherokee,68.00,Cpmbined,1980
425,Georgia,Clarke,62.07,Cpmbined,1980
426,Georgia,Clay,69.63,Cpmbined,1980
427,Georgia,Clayton,66.50,Cpmbined,1980
428,Georgia,Clinch,74.20,Cpmbined,1980
429,Georgia,Cobb,66.77,Cpmbined,1980
430,Georgia,Coffee,68.56,Cpmbined,1980
431,Georgia,Colquitt,65.39,Cpmbined,1980
432,Georgia,Columbia,71.69,Cpmbined,1980
433,Georgia,Cook,68.85,Cpmbined,1980
434,Georgia,Coweta,71.31,Cpmbined,1980
435,Georgia,Crawford,67.84,Cpmbined,1980
436,Georgia,Crisp,68.77,Cpmbined,1980
437,Georgia,Dade,64.34,Cpmbined,1980
438,Georgia,Dawson,69.20,Cpmbined,1980
439,Georgia,DeKalb,60.28,Cpmbined,1980
440,Georgia,Decatur,69.11,Cpmbined,1980
441,Georgia,Dodge,70.99,Cpmbined,1980
442,Georgia,Dooly,71.28,Cpmbined,1980
443,Georgia,Dougherty,65.71,Cpmbined,1980
444,Georgia,Douglas,69.35,Cpmbined,1980
445,Georgia,Early,64.32,Cpmbined,1980
446,Georgia,Echols,66.23,Cpmbined,1980
447,Georgia,Effingham,67.02,Cpmbined,1980
448,Georgia,Elbert,64.03,Cpmbined,1980
449,Georgia,Emanuel,69.33,Cpmbined,1980
450,Georgia,Evans,67.08,Cpmbined,1980
451,Georgia,Fannin,61.08,Cpmbined,1980
452,Georgia,Fayette,67.20,Cpmbined,1980
453,Georgia,Floyd,65.89,Cpmbined,1980
454,Georgia,Forsyth,71.29,Cpmbined,1980
455,Georgia,Franklin,63.33,Cpmbined,1980
456,Georgia,Fulton,69.10,Cpmbined,1980
457,Georgia,Gilmer,64.39,Cpmbined,1980
458,Georgia,Glascock,65.63,Cpmbined,1980
459,Georgia,Glynn,64.00,Cpmbined,1980
460,Georgia,Gordon,67.39,Cpmbined,1980
461,Georgia,Grady,65.56,Cpmbined,1980
462,Georgia,Greene,69.91,Cpmbined,1980
463,Georgia,Gwinnett,66.38,Cpmbined,1980
464,Georgia,Habersham,60.12,Cpmbined,1980
465,Georgia,Hall,64.51,Cpmbined,1980
466,Georgia,Hancock,68.30,Cpmbined,1980
467,Georgia,Haralson,62.95,Cpmbined,1980
468,Georgia,Harris,67.63,Cpmbined,1980
469,Georgia,Hart,64.38,Cpmbined,1980
470,Georgia,Heard,67.86,Cpmbined,1980
471,Georgia,Henry,70.91,Cpmbined,1980
472,Georgia,Houston,67.87,Cpmbined,1980
473,Georgia,Irwin,64.52,Cpmbined,1980
474,Georgia,Jackson,67.73,Cpmbined,1980
475,Georgia,Jasper,66.02,Cpmbined,1980
476,Georgia,Jeff Davis,71.30,Cpmbined,1980
477,Georgia,Jefferson,65.90,Cpmbined,1980
478,Georgia,Jenkins,73.49,Cpmbined,1980
479,Georgia,Johnson,63.62,Cpmbined,1980
480,Georgia,Jones,63.89,Cpmbined,1980
481,Georgia,Lamar,66.30,Cpmbined,1980
482,Georgia,Lanier,71.40,Cpmbined,1980
483,Georgia,Laurens,66.63,Cpmbined,1980
484,Georgia,Lee,64.39,Cpmbined,1980
485,Georgia,Liberty,68.67,Cpmbined,1980
486,Georgia,Lincoln,68.80,Cpmbined,1980
487,Georgia,Long,73.39,Cpmbined,1980
488,Georgia,Lowndes,67.95,Cpmbined,1980
489,Georgia,Lumpkin,63.23,Cpmbined,1980
490,Georgia,Macon,68.81,Cpmbined,1980
491,Georgia,Madison,64.08,Cpmbined,1980
492,Georgia,Marion,72.51,Cpmbined,1980
493,Georgia,McDuffie,68.40,Cpmbined,1980
494,Georgia,McIntosh,70.88,Cpmbined,1980
495,Georgia,Meriwether,66.28,Cpmbined,1980
496,Georgia,Miller,62.42,Cpmbined,1980
497,Georgia,Mitchell,68.65,Cpmbined,1980
498,Georgia,Monroe,67.90,Cpmbined,1980
499,Georgia,Montgomery,68.64,Cpmbined,1980
500,Georgia,Morgan,61.56,Cpmbined,1980
501,Georgia,Murray,66.98,Cpmbined,1980
502,Georgia,Muscogee,68.26,Cpmbined,1980
503,Georgia,Newton,68.27,Cpmbined,1980
504,Georgia,Oconee,61.16,Cpmbined,1980
505,Georgia,Oglethorpe,66.00,Cpmbined,1980
506,Georgia,Paulding,70.18,Cpmbined,1980
507,Georgia,Peach,70.08,Cpmbined,1980
508,Georgia,Pickens,66.02,Cpmbined,1980
509,Georgia,Pierce,70.62,Cpmbined,1980
510,Georgia,Pike,67.53,Cpmbined,1980
511,Georgia,Polk,67.25,Cpmbined,1980
512,Georgia,Pulaski,71.94,Cpmbined,1980
513,Georgia,Putnam,65.59,Cpmbined,1980
514,Georgia,Quitman,70.66,Cpmbined,1980
515,Georgia,Rabun,59.16,Cpmbined,1980
516,Georgia,Randolph,68.30,Cpmbined,1980
517,Georgia,Richmond,67.87,Cpmbined,1980
518,Georgia,Rockdale,67.56,Cpmbined,1980
519,Georgia,Schley,70.37,Cpmbined,1980
520,Georgia,Screven,67.13,Cpmbined,1980
521,Georgia,Seminole,67.12,Cpmbined,1980
522,Georgia,Spalding,67.47,Cpmbined,1980
523,Georgia,Stephens,60.57,Cpmbined,1980
524,Georgia,Stewart,67.40,Cpmbined,1980
525,Georgia,Sumter,65.54,Cpmbined,1980
526,Georgia,Talbot,70.60,Cpmbined,1980
527,Georgia,Taliaferro,66.30,Cpmbined,1980
528,Georgia,Tattnall,67.82,Cpmbined,1980
529,Georgia,Taylor,68.05,Cpmbined,1980
530,Georgia,Telfair,69.82,Cpmbined,1980
531,Georgia,Terrell,65.51,Cpmbined,1980
532,Georgia,Thomas,66.96,Cpmbined,1980
533,Georgia,Tift,64.96,Cpmbined,1980
534,Georgia,Toombs,68.58,Cpmbined,1980
