,Location,County,Mortality Risk %,Sex,Year
131,Arkansas,Craighead,1.58,Combined,1980
132,Arkansas,Crawford,1.51,Combined,1980
133,Arkansas,Crittenden,2.51,Combined,1980
134,Arkansas,Cross,2.17,Combined,1980
135,Arkansas,Dallas,2.04,Combined,1980
136,Arkansas,Desha,2.09,Combined,1980
137,Arkansas,Drew,1.89,Combined,1980
138,Arkansas,Faulkner,1.43,Combined,1980
139,Arkansas,Franklin,1.47,Combined,1980
140,Arkansas,Fulton,1.75,Combined,1980
141,Arkansas,Garland,1.55,Combined,1980
142,Arkansas,Grant,1.64,Combined,1980
143,Arkansas,Greene,1.71,Combined,1980
144,Arkansas,Hempstead,1.76,Combined,1980
145,Arkansas,Hot Spring,1.59,Combined,1980
146,Arkansas,Howard,1.73,Combined,1980
147,Arkansas,Independence,1.54,Combined,1980
148,Arkansas,Izard,1.73,Combined,1980
149,Arkansas,Jackson,1.74,Combined,1980
150,Arkansas,Jefferson,1.85,Combined,1980
151,Arkansas,Johnson,1.59,Combined,1980
152,Arkansas,Lafayette,2.16,Combined,1980
153,Arkansas,Lawrence,1.69,Combined,1980
154,Arkansas,Lee,2.55,Combined,1980
155,Arkansas,Lincoln,1.68,Combined,1980
156,Arkansas,Little River,1.66,Combined,1980
157,Arkansas,Logan,1.50,Combined,1980
158,Arkansas,Lonoke,1.66,Combined,1980
159,Arkansas,Madison,1.63,Combined,1980
160,Arkansas,Marion,1.68,Combined,1980
161,Arkansas,Miller,1.71,Combined,1980
162,Arkansas,Mississippi,1.96,Combined,1980
163,Arkansas,Monroe,2.31,Combined,1980
164,Arkansas,Montgomery,1.59,Combined,1980
165,Arkansas,Nevada,1.91,Combined,1980
166,Arkansas,Newton,1.57,Combined,1980
167,Arkansas,Ouachita,2.03,Combined,1980
168,Arkansas,Perry,1.81,Combined,1980
169,Arkansas,Phillips,2.34,Combined,1980
170,Arkansas,Pike,1.58,Combined,1980
171,Arkansas,Poinsett,1.94,Combined,1980
172,Arkansas,Polk,1.63,Combined,1980
173,Arkansas,Pope,1.40,Combined,1980
174,Arkansas,Prairie,1.81,Combined,1980
175,Arkansas,Pulaski,1.93,Combined,1980
176,Arkansas,Randolph,1.61,Combined,1980
177,Arkansas,Saint Francis,2.23,Combined,1980
178,Arkansas,Saline,1.40,Combined,1980
179,Arkansas,Scott,1.55,Combined,1980
180,Arkansas,Searcy,1.63,Combined,1980
181,Arkansas,Sebastian,1.39,Combined,1980
182,Arkansas,Sevier,1.93,Combined,1980
183,Arkansas,Sharp,1.76,Combined,1980
184,Arkansas,Stone,1.72,Combined,1980
185,Arkansas,Union,1.93,Combined,1980
186,Arkansas,Van Buren,1.71,Combined,1980
187,Arkansas,Washington,1.48,Combined,1980
188,Arkansas,White,1.59,Combined,1980
189,Arkansas,Woodruff,2.18,Combined,1980
190,Arkansas,Yell,1.60,Combined,1980
191,California,All counties,1.36,Combined,1980
192,California,Alameda,1.33,Combined,1980
193,California,Alpine,1.61,Combined,1980
194,California,Amador,1.32,Combined,1980
195,California,Butte,1.33,Combined,1980
196,California,Calaveras,1.42,Combined,1980
197,California,Colusa,1.44,Combined,1980
198,California,Contra Costa,1.12,Combined,1980
199,California,Del Norte,1.73,Combined,1980
200,California,El Dorado,1.30,Combined,1980
201,California,Fresno,1.50,Combined,1980
202,California,Glenn,1.50,Combined,1980
203,California,Humboldt,1.53,Combined,1980
204,California,Imperial,1.41,Combined,1980
205,California,Inyo,1.67,Combined,1980
206,California,Kern,1.56,Combined,1980
207,California,Kings,1.49,Combined,1980
208,California,Lake,1.55,Combined,1980
209,California,Lassen,1.49,Combined,1980
210,California,Los Angeles,1.46,Combined,1980
211,California,Madera,1.38,Combined,1980
212,California,Marin,1.01,Combined,1980
213,California,Mariposa,1.56,Combined,1980
214,California,Mendocino,1.67,Combined,1980
215,California,Merced,1.39,Combined,1980
216,California,Modoc,1.68,Combined,1980
217,California,Mono,1.42,Combined,1980
218,California,Monterey,1.36,Combined,1980
219,California,Napa,1.00,Combined,1980
220,California,Nevada,1.35,Combined,1980
221,California,Orange,1.17,Combined,1980
222,California,Placer,1.20,Combined,1980
223,California,Plumas,1.56,Combined,1980
224,California,Riverside,1.44,Combined,1980
225,California,Sacramento,1.35,Combined,1980
226,California,San Benito,1.25,Combined,1980
227,California,San Bernardino,1.50,Combined,1980
228,California,San Diego,1.26,Combined,1980
229,California,San Francisco,1.40,Combined,1980
230,California,San Joaquin,1.39,Combined,1980
231,California,San Luis Obispo,1.15,Combined,1980
232,California,San Mateo,1.08,Combined,1980
233,California,Santa Barbara,1.12,Combined,1980
234,California,Santa Clara,1.20,Combined,1980
235,California,Santa Cruz,1.10,Combined,1980
236,California,Shasta,1.42,Combined,1980
237,California,Sierra,1.46,Combined,1980
238,California,Siskiyou,1.52,Combined,1980
239,California,Solano,1.33,Combined,1980
240,California,Sonoma,1.09,Combined,1980
241,California,Stanislaus,1.36,Combined,1980
242,California,Sutter,1.30,Combined,1980
243,California,Tehama,1.54,Combined,1980
244,California,Trinity,1.76,Combined,1980
245,California,Tulare,1.35,Combined,1980
246,California,Tuolumne,1.35,Combined,1980
247,California,Ventura,1.20,Combined,1980
248,California,Yolo,1.24,Combined,1980
249,California,Yuba,1.41,Combined,1980
250,Colorado,All counties,1.42,Combined,1980
251,Colorado,Adams,1.40,Combined,1980
252,Colorado,Alamosa,1.62,Combined,1980
253,Colorado,Arapahoe,1.40,Combined,1980
254,Colorado,Archuleta,1.72,Combined,1980
255,Colorado,Baca,1.62,Combined,1980
256,Colorado,Bent,1.53,Combined,1980
257,Colorado,Boulder,1.40,Combined,1980
258,Colorado,Broomfield,1.40,Combined,1980
259,Colorado,Chaffee,1.51,Combined,1980
260,Colorado,Cheyenne,1.40,Combined,1980
261,Colorado,Clear Creek,1.44,Combined,1980
262,Colorado,Conejos,1.76,Combined,1980
263,Colorado,Costilla,1.99,Combined,1980
264,Colorado,Crowley,1.50,Combined,1980
265,Colorado,Custer,1.51,Combined,1980
266,Colorado,Delta,1.58,Combined,1980
267,Colorado,Denver,1.40,Combined,1980
268,Colorado,Dolores,1.72,Combined,1980
269,Colorado,Douglas,1.05,Combined,1980
270,Colorado,Eagle,1.30,Combined,1980
271,Colorado,El Paso,1.52,Combined,1980
272,Colorado,Elbert,1.22,Combined,1980
273,Colorado,Fremont,1.52,Combined,1980
274,Colorado,Garfield,1.37,Combined,1980
275,Colorado,Gilpin,1.38,Combined,1980
276,Colorado,Grand,1.44,Combined,1980
277,Colorado,Gunnison,1.50,Combined,1980
278,Colorado,Hinsdale,1.58,Combined,1980
279,Colorado,Huerfano,1.71,Combined,1980
280,Colorado,Jackson,1.41,Combined,1980
281,Colorado,Jefferson,1.40,Combined,1980
282,Colorado,Kiowa,1.48,Combined,1980
283,Colorado,Kit Carson,1.40,Combined,1980
284,Colorado,La Plata,1.57,Combined,1980
285,Colorado,Lake,1.53,Combined,1980
286,Colorado,Larimer,1.20,Combined,1980
287,Colorado,Las Animas,1.60,Combined,1980
288,Colorado,Lincoln,1.42,Combined,1980
289,Colorado,Logan,1.36,Combined,1980
290,Colorado,Mesa,1.43,Combined,1980
291,Colorado,Mineral,1.62,Combined,1980
292,Colorado,Moffat,1.38,Combined,1980
293,Colorado,Montezuma,1.94,Combined,1980
294,Colorado,Montrose,1.47,Combined,1980
295,Colorado,Morgan,1.68,Combined,1980
296,Colorado,Otero,1.53,Combined,1980
297,Colorado,Ouray,1.43,Combined,1980
298,Colorado,Park,1.50,Combined,1980
299,Colorado,Phillips,1.37,Combined,1980
300,Colorado,Pitkin,1.26,Combined,1980
301,Colorado,Prowers,1.53,Combined,1980
302,Colorado,Pueblo,1.43,Combined,1980
303,Colorado,Rio Blanco,1.45,Combined,1980
304,Colorado,Rio Grande,1.60,Combined,1980
305,Colorado,Routt,1.28,Combined,1980
306,Colorado,Saguache,1.68,Combined,1980
307,Colorado,San Juan,1.68,Combined,1980
308,Colorado,San Miguel,1.40,Combined,1980
309,Colorado,Sedgwick,1.44,Combined,1980
310,Colorado,Summit,1.39,Combined,1980
311,Colorado,Teller,1.42,Combined,1980
312,Colorado,Washington,1.45,Combined,1980
313,Colorado,Weld,1.40,Combined,1980
314,Colorado,Yuma,1.37,Combined,1980
315,Connecticut,All counties,1.39,Combined,1980
316,Connecticut,Fairfield,1.30,Combined,1980
317,Connecticut,Hartford,1.57,Combined,1980
318,Connecticut,Litchfield,1.03,Combined,1980
319,Connecticut,Middlesex,1.17,Combined,1980
320,Connecticut,New Haven,1.48,Combined,1980
321,Connecticut,New London,1.35,Combined,1980
322,Connecticut,Tolland,1.12,Combined,1980
323,Connecticut,Windham,1.23,Combined,1980
324,Delaware,All counties,1.80,Combined,1980
325,Delaware,Kent,1.61,Combined,1980
326,Delaware,New Castle,1.84,Combined,1980
327,Delaware,Sussex,1.84,Combined,1980
328,Florida,All counties,1.72,Combined,1980
329,Florida,Alachua,1.93,Combined,1980
330,Florida,Baker,1.92,Combined,1980
331,Florida,Bay,1.72,Combined,1980
332,Florida,Bradford,1.93,Combined,1980
333,Florida,Brevard,1.34,Combined,1980
334,Florida,Broward,1.63,Combined,1980
335,Florida,Calhoun,1.91,Combined,1980
336,Florida,Charlotte,1.56,Combined,1980
337,Florida,Citrus,1.70,Combined,1980
338,Florida,Clay,1.46,Combined,1980
339,Florida,Collier,1.92,Combined,1980
340,Florida,Columbia,1.90,Combined,1980
341,Florida,DeSoto,2.18,Combined,1980
342,Florida,Dixie,1.89,Combined,1980
343,Florida,Duval,2.04,Combined,1980
344,Florida,Escambia,1.78,Combined,1980
345,Florida,Flagler,1.62,Combined,1980
346,Florida,Franklin,2.15,Combined,1980
347,Florida,Gadsden,2.43,Combined,1980
348,Florida,Gilchrist,1.87,Combined,1980
349,Florida,Glades,2.35,Combined,1980
350,Florida,Gulf,1.85,Combined,1980
351,Florida,Hamilton,2.25,Combined,1980
352,Florida,Hardee,2.09,Combined,1980
353,Florida,Hendry,2.36,Combined,1980
354,Florida,Hernando,1.54,Combined,1980
355,Florida,Highlands,2.20,Combined,1980
356,Florida,Hillsborough,1.87,Combined,1980
357,Florida,Holmes,1.82,Combined,1980
358,Florida,Indian River,1.73,Combined,1980
359,Florida,Jackson,1.74,Combined,1980
360,Florida,Jefferson,2.30,Combined,1980
361,Florida,Lafayette,1.71,Combined,1980
362,Florida,Lake,1.63,Combined,1980
363,Florida,Lee,1.74,Combined,1980
364,Florida,Leon,1.84,Combined,1980
365,Florida,Levy,1.91,Combined,1980
366,Florida,Liberty,1.79,Combined,1980
367,Florida,Madison,2.11,Combined,1980
368,Florida,Manatee,1.78,Combined,1980
369,Florida,Marion,1.86,Combined,1980
370,Florida,Martin,1.90,Combined,1980
371,Florida,Miami-Dade,1.53,Combined,1980
372,Florida,Monroe,1.55,Combined,1980
373,Florida,Nassau,1.65,Combined,1980
374,Florida,Okaloosa,1.51,Combined,1980
375,Florida,Okeechobee,2.03,Combined,1980
376,Florida,Orange,1.74,Combined,1980
377,Florida,Osceola,1.63,Combined,1980
378,Florida,Palm Beach,1.79,Combined,1980
379,Florida,Pasco,1.38,Combined,1980
380,Florida,Pinellas,1.58,Combined,1980
381,Florida,Polk,1.97,Combined,1980
382,Florida,Putnam,2.02,Combined,1980
383,Florida,Saint Johns,1.67,Combined,1980
384,Florida,Saint Lucie,1.97,Combined,1980
385,Florida,Santa Rosa,1.39,Combined,1980
386,Florida,Sarasota,1.56,Combined,1980
387,Florida,Seminole,1.35,Combined,1980
388,Florida,Sumter,2.46,Combined,1980
389,Florida,Suwannee,2.07,Combined,1980
390,Florida,Taylor,2.00,Combined,1980
391,Florida,Union,2.14,Combined,1980
392,Florida,Volusia,1.48,Combined,1980
393,Florida,Wakulla,1.73,Combined,1980
394,Florida,Walton,1.67,Combined,1980
395,Florida,Washington,1.73,Combined,1980
396,Georgia,All counties,1.93,Combined,1980
397,Georgia,Appling,2.06,Combined,1980
398,Georgia,Atkinson,2.31,Combined,1980
399,Georgia,Bacon,1.96,Combined,1980
400,Georgia,Baker,2.35,Combined,1980
401,Georgia,Baldwin,2.01,Combined,1980
402,Georgia,Banks,1.36,Combined,1980
403,Georgia,Barrow,1.43,Combined,1980
404,Georgia,Bartow,1.68,Combined,1980
405,Georgia,Ben Hill,2.30,Combined,1980
406,Georgia,Berrien,1.86,Combined,1980
407,Georgia,Bibb,2.51,Combined,1980
408,Georgia,Bleckley,1.98,Combined,1980
409,Georgia,Brantley,1.85,Combined,1980
410,Georgia,Brooks,2.16,Combined,1980
411,Georgia,Bryan,1.73,Combined,1980
412,Georgia,Bulloch,1.74,Combined,1980
413,Georgia,Burke,2.24,Combined,1980
414,Georgia,Butts,2.03,Combined,1980
415,Georgia,Calhoun,2.36,Combined,1980
416,Georgia,Camden,1.88,Combined,1980
417,Georgia,Candler,2.03,Combined,1980
418,Georgia,Carroll,1.58,Combined,1980
419,Georgia,Catoosa,1.33,Combined,1980
420,Georgia,Charlton,2.03,Combined,1980
421,Georgia,Chatham,2.22,Combined,1980
422,Georgia,Chattahoochee,1.58,Combined,1980
423,Georgia,Chattooga,1.83,Combined,1980
424,Georgia,Cherokee,1.35,Combined,1980
425,Georgia,Clarke,1.55,Combined,1980
426,Georgia,Clay,2.76,Combined,1980
427,Georgia,Clayton,1.60,Combined,1980
428,Georgia,Clinch,2.26,Combined,1980
429,Georgia,Cobb,1.49,Combined,1980
430,Georgia,Coffee,2.24,Combined,1980
431,Georgia,Colquitt,2.03,Combined,1980
432,Georgia,Columbia,1.62,Combined,1980
433,Georgia,Cook,2.07,Combined,1980
434,Georgia,Coweta,1.61,Combined,1980
435,Georgia,Crawford,2.00,Combined,1980
436,Georgia,Crisp,2.57,Combined,1980
437,Georgia,Dade,1.47,Combined,1980
438,Georgia,Dawson,1.80,Combined,1980
439,Georgia,DeKalb,1.78,Combined,1980
440,Georgia,Decatur,2.22,Combined,1980
441,Georgia,Dodge,2.15,Combined,1980
442,Georgia,Dooly,2.30,Combined,1980
443,Georgia,Dougherty,2.33,Combined,1980
444,Georgia,Douglas,1.45,Combined,1980
445,Georgia,Early,2.58,Combined,1980
446,Georgia,Echols,1.86,Combined,1980
447,Georgia,Effingham,1.65,Combined,1980
448,Georgia,Elbert,1.95,Combined,1980
449,Georgia,Emanuel,2.24,Combined,1980
450,Georgia,Evans,1.95,Combined,1980
451,Georgia,Fannin,1.73,Combined,1980
452,Georgia,Fayette,1.31,Combined,1980
453,Georgia,Floyd,1.96,Combined,1980
454,Georgia,Forsyth,1.29,Combined,1980
455,Georgia,Franklin,1.78,Combined,1980
456,Georgia,Fulton,2.28,Combined,1980
457,Georgia,Gilmer,1.71,Combined,1980
458,Georgia,Glascock,2.04,Combined,1980
459,Georgia,Glynn,2.08,Combined,1980
460,Georgia,Gordon,1.57,Combined,1980
461,Georgia,Grady,2.24,Combined,1980
462,Georgia,Greene,2.48,Combined,1980
463,Georgia,Gwinnett,1.40,Combined,1980
464,Georgia,Habersham,1.42,Combined,1980
465,Georgia,Hall,1.52,Combined,1980
466,Georgia,Hancock,2.66,Combined,1980
467,Georgia,Haralson,1.56,Combined,1980
468,Georgia,Harris,1.96,Combined,1980
469,Georgia,Hart,1.78,Combined,1980
470,Georgia,Heard,2.07,Combined,1980
471,Georgia,Henry,1.58,Combined,1980
472,Georgia,Houston,1.80,Combined,1980
473,Georgia,Irwin,2.12,Combined,1980
474,Georgia,Jackson,1.67,Combined,1980
475,Georgia,Jasper,1.97,Combined,1980
476,Georgia,Jeff Davis,2.09,Combined,1980
477,Georgia,Jefferson,2.40,Combined,1980
478,Georgia,Jenkins,2.32,Combined,1980
479,Georgia,Johnson,2.04,Combined,1980
480,Georgia,Jones,1.75,Combined,1980
481,Georgia,Lamar,1.82,Combined,1980
482,Georgia,Lanier,2.11,Combined,1980
483,Georgia,Laurens,2.20,Combined,1980
484,Georgia,Lee,1.73,Combined,1980
485,Georgia,Liberty,1.89,Combined,1980
486,Georgia,Lincoln,2.09,Combined,1980
487,Georgia,Long,1.96,Combined,1980
488,Georgia,Lowndes,2.18,Combined,1980
489,Georgia,Lumpkin,1.37,Combined,1980
490,Georgia,Macon,2.22,Combined,1980
491,Georgia,Madison,1.45,Combined,1980
492,Georgia,Marion,2.53,Combined,1980
493,Georgia,McDuffie,2.13,Combined,1980
494,Georgia,McIntosh,2.51,Combined,1980
495,Georgia,Meriwether,2.15,Combined,1980
496,Georgia,Miller,2.19,Combined,1980
497,Georgia,Mitchell,2.20,Combined,1980
498,Georgia,Monroe,2.00,Combined,1980
499,Georgia,Montgomery,1.92,Combined,1980
500,Georgia,Morgan,1.78,Combined,1980
501,Georgia,Murray,1.42,Combined,1980
502,Georgia,Muscogee,2.45,Combined,1980
503,Georgia,Newton,1.76,Combined,1980
504,Georgia,Oconee,1.25,Combined,1980
505,Georgia,Oglethorpe,1.78,Combined,1980
506,Georgia,Paulding,1.31,Combined,1980
507,Georgia,Peach,2.36,Combined,1980
508,Georgia,Pickens,1.75,Combined,1980
509,Georgia,Pierce,1.98,Combined,1980
510,Georgia,Pike,1.72,Combined,1980
511,Georgia,Polk,1.72,Combined,1980
512,Georgia,Pulaski,2.23,Combined,1980
513,Georgia,Putnam,2.26,Combined,1980
514,Georgia,Quitman,3.06,Combined,1980
515,Georgia,Rabun,1.59,Combined,1980
516,Georgia,Randolph,2.67,Combined,1980
517,Georgia,Richmond,2.15,Combined,1980
518,Georgia,Rockdale,1.64,Combined,1980
519,Georgia,Schley,2.07,Combined,1980
520,Georgia,Screven,2.16,Combined,1980
521,Georgia,Seminole,2.21,Combined,1980
522,Georgia,Spalding,1.95,Combined,1980
523,Georgia,Stephens,1.57,Combined,1980
524,Georgia,Stewart,2.58,Combined,1980
525,Georgia,Sumter,2.08,Combined,1980
526,Georgia,Talbot,2.40,Combined,1980
527,Georgia,Taliaferro,2.57,Combined,1980
528,Georgia,Tattnall,1.86,Combined,1980
529,Georgia,Taylor,2.25,Combined,1980
530,Georgia,Telfair,2.31,Combined,1980
531,Georgia,Terrell,2.60,Combined,1980
532,Georgia,Thomas,2.23,Combined,1980
533,Georgia,Tift,1.92,Combined,1980
534,Georgia,Toombs,1.86,Combined,1980
535,Georgia,Towns,1.47,Combined,1980
536,Georgia,Treutlen,2.14,Combined,1980
537,Georgia,Troup,2.02,Combined,1980
538,Georgia,Turner,2.14,Combined,1980
539,Georgia,Twiggs,2.25,Combined,1980
540,Georgia,Union,1.62,Combined,1980
541,Georgia,Upson,1.75,Combined,1980
542,Georgia,Walker,1.52,Combined,1980
543,Georgia,Walton,1.67,Combined,1980
544,Georgia,Ware,1.96,Combined,1980
545,Georgia,Warren,2.43,Combined,1980
546,Georgia,Washington,2.20,Combined,1980
547,Georgia,Wayne,1.98,Combined,1980
548,Georgia,Webster,2.50,Combined,1980
549,Georgia,Wheeler,1.93,Combined,1980
550,Georgia,White,1.58,Combined,1980
551,Georgia,Whitfield,1.52,Combined,1980
552,Georgia,Wilcox,2.11,Combined,1980
553,Georgia,Wilkes,2.17,Combined,1980
554,Georgia,Wilkinson,2.22,Combined,1980
555,Georgia,Worth,2.02,Combined,1980
556,Hawaii,All counties,1.32,Combined,1980
557,Hawaii,Hawaii,1.38,Combined,1980
558,Hawaii,Honolulu,1.33,Combined,1980
559,Hawaii,Kalawao,1.15,Combined,1980
560,Hawaii,Kauai,1.23,Combined,1980
561,Hawaii,Maui,1.15,Combined,1980
562,Idaho,All counties,1.40,Combined,1980
563,Idaho,Ada,1.33,Combined,1980
564,Idaho,Adams,1.33,Combined,1980
565,Idaho,Bannock,1.33,Combined,1980
566,Idaho,Bear Lake,1.36,Combined,1980
567,Idaho,Benewah,1.63,Combined,1980
568,Idaho,Bingham,1.45,Combined,1980
569,Idaho,Blaine,1.37,Combined,1980
570,Idaho,Boise,1.43,Combined,1980
571,Idaho,Bonner,1.53,Combined,1980
572,Idaho,Bonneville,1.33,Combined,1980
573,Idaho,Boundary,1.42,Combined,1980
574,Idaho,Butte,1.55,Combined,1980
575,Idaho,Camas,1.54,Combined,1980
576,Idaho,Canyon,1.48,Combined,1980
577,Idaho,Caribou,1.39,Combined,1980
578,Idaho,Cassia,1.44,Combined,1980
579,Idaho,Clark,1.56,Combined,1980
580,Idaho,Clearwater,1.51,Combined,1980
581,Idaho,Custer,1.49,Combined,1980
582,Idaho,Elmore,1.51,Combined,1980
583,Idaho,Franklin,1.27,Combined,1980
584,Idaho,Fremont,1.38,Combined,1980
585,Idaho,Gem,1.39,Combined,1980
586,Idaho,Gooding,1.51,Combined,1980
587,Idaho,Idaho,1.46,Combined,1980
588,Idaho,Jefferson,1.42,Combined,1980
589,Idaho,Jerome,1.53,Combined,1980
590,Idaho,Kootenai,1.28,Combined,1980
591,Idaho,Latah,1.23,Combined,1980
592,Idaho,Lemhi,1.49,Combined,1980
593,Idaho,Lewis,1.74,Combined,1980
594,Idaho,Lincoln,1.67,Combined,1980
595,Idaho,Madison,1.14,Combined,1980
596,Idaho,Minidoka,1.51,Combined,1980
597,Idaho,Nez Perce,1.65,Combined,1980
598,Idaho,Oneida,1.25,Combined,1980
599,Idaho,Owyhee,1.65,Combined,1980
600,Idaho,Payette,1.48,Combined,1980
601,Idaho,Power,1.44,Combined,1980
602,Idaho,Shoshone,1.64,Combined,1980
603,Idaho,Teton,1.37,Combined,1980
