,Location,County,Mortality Risk %,Sex,Year
19329,Arkansas,Sharp,1.41,Combined,1990
19330,Arkansas,Stone,1.32,Combined,1990
19331,Arkansas,Union,1.52,Combined,1990
19332,Arkansas,Van Buren,1.35,Combined,1990
19333,Arkansas,Washington,1.10,Combined,1990
19334,Arkansas,White,1.22,Combined,1990
19335,Arkansas,Woodruff,1.69,Combined,1990
19336,Arkansas,Yell,1.29,Combined,1990
19337,California,All counties,0.98,Combined,1990
19338,California,Alameda,0.94,Combined,1990
19339,California,Alpine,1.22,Combined,1990
19340,California,Amador,0.94,Combined,1990
19341,California,Butte,1.03,Combined,1990
19342,California,Calaveras,1.02,Combined,1990
19343,California,Colusa,1.00,Combined,1990
19344,California,Contra Costa,0.80,Combined,1990
19345,California,Del Norte,1.30,Combined,1990
19346,California,El Dorado,0.91,Combined,1990
19347,California,Fresno,1.11,Combined,1990
19348,California,Glenn,1.09,Combined,1990
19349,California,Humboldt,1.14,Combined,1990
19350,California,Imperial,0.98,Combined,1990
19351,California,Inyo,1.22,Combined,1990
19352,California,Kern,1.16,Combined,1990
19353,California,Kings,1.08,Combined,1990
19354,California,Lake,1.18,Combined,1990
19355,California,Lassen,1.08,Combined,1990
19356,California,Los Angeles,1.05,Combined,1990
19357,California,Madera,1.00,Combined,1990
19358,California,Marin,0.67,Combined,1990
19359,California,Mariposa,1.10,Combined,1990
19360,California,Mendocino,1.19,Combined,1990
19361,California,Merced,1.00,Combined,1990
19362,California,Modoc,1.27,Combined,1990
19363,California,Mono,0.97,Combined,1990
19364,California,Monterey,0.95,Combined,1990
19365,California,Napa,0.76,Combined,1990
19366,California,Nevada,0.96,Combined,1990
19367,California,Orange,0.86,Combined,1990
19368,California,Placer,0.83,Combined,1990
19369,California,Plumas,1.16,Combined,1990
19370,California,Riverside,1.01,Combined,1990
19371,California,Sacramento,0.99,Combined,1990
19372,California,San Benito,0.86,Combined,1990
19373,California,San Bernardino,1.12,Combined,1990
19374,California,San Diego,0.92,Combined,1990
19375,California,San Francisco,1.05,Combined,1990
19376,California,San Joaquin,1.03,Combined,1990
19377,California,San Luis Obispo,0.82,Combined,1990
19378,California,San Mateo,0.75,Combined,1990
19379,California,Santa Barbara,0.78,Combined,1990
19380,California,Santa Clara,0.82,Combined,1990
19381,California,Santa Cruz,0.79,Combined,1990
19382,California,Shasta,1.08,Combined,1990
19383,California,Sierra,1.14,Combined,1990
19384,California,Siskiyou,1.14,Combined,1990
19385,California,Solano,0.95,Combined,1990
19386,California,Sonoma,0.77,Combined,1990
19387,California,Stanislaus,1.00,Combined,1990
19388,California,Sutter,0.94,Combined,1990
19389,California,Tehama,1.13,Combined,1990
19390,California,Trinity,1.30,Combined,1990
19391,California,Tulare,1.01,Combined,1990
19392,California,Tuolumne,0.99,Combined,1990
19393,California,Ventura,0.85,Combined,1990
19394,California,Yolo,0.84,Combined,1990
19395,California,Yuba,1.09,Combined,1990
19396,Colorado,All counties,1.03,Combined,1990
19397,Colorado,Adams,1.02,Combined,1990
19398,Colorado,Alamosa,1.23,Combined,1990
19399,Colorado,Arapahoe,1.02,Combined,1990
19400,Colorado,Archuleta,1.20,Combined,1990
19401,Colorado,Baca,1.27,Combined,1990
19402,Colorado,Bent,1.17,Combined,1990
19403,Colorado,Boulder,1.02,Combined,1990
19404,Colorado,Broomfield,1.02,Combined,1990
19405,Colorado,Chaffee,1.03,Combined,1990
19406,Colorado,Cheyenne,1.04,Combined,1990
19407,Colorado,Clear Creek,1.03,Combined,1990
19408,Colorado,Conejos,1.34,Combined,1990
19409,Colorado,Costilla,1.46,Combined,1990
19410,Colorado,Crowley,1.13,Combined,1990
19411,Colorado,Custer,1.14,Combined,1990
19412,Colorado,Delta,1.20,Combined,1990
19413,Colorado,Denver,1.02,Combined,1990
19414,Colorado,Dolores,1.26,Combined,1990
19415,Colorado,Douglas,0.68,Combined,1990
19416,Colorado,Eagle,0.80,Combined,1990
19417,Colorado,El Paso,1.11,Combined,1990
19418,Colorado,Elbert,0.85,Combined,1990
19419,Colorado,Fremont,1.15,Combined,1990
19420,Colorado,Garfield,0.98,Combined,1990
19421,Colorado,Gilpin,1.00,Combined,1990
19422,Colorado,Grand,0.97,Combined,1990
19423,Colorado,Gunnison,1.03,Combined,1990
19424,Colorado,Hinsdale,1.02,Combined,1990
19425,Colorado,Huerfano,1.30,Combined,1990
19426,Colorado,Jackson,0.99,Combined,1990
19427,Colorado,Jefferson,1.02,Combined,1990
19428,Colorado,Kiowa,1.13,Combined,1990
19429,Colorado,Kit Carson,1.01,Combined,1990
19430,Colorado,La Plata,1.06,Combined,1990
19431,Colorado,Lake,1.09,Combined,1990
19432,Colorado,Larimer,0.86,Combined,1990
19433,Colorado,Las Animas,1.21,Combined,1990
19434,Colorado,Lincoln,1.01,Combined,1990
19435,Colorado,Logan,1.00,Combined,1990
19436,Colorado,Mesa,1.05,Combined,1990
19437,Colorado,Mineral,1.28,Combined,1990
19438,Colorado,Moffat,1.03,Combined,1990
19439,Colorado,Montezuma,1.47,Combined,1990
19440,Colorado,Montrose,1.08,Combined,1990
19441,Colorado,Morgan,1.21,Combined,1990
19442,Colorado,Otero,1.18,Combined,1990
19443,Colorado,Ouray,0.96,Combined,1990
19444,Colorado,Park,1.04,Combined,1990
19445,Colorado,Phillips,0.97,Combined,1990
19446,Colorado,Pitkin,0.83,Combined,1990
19447,Colorado,Prowers,1.13,Combined,1990
19448,Colorado,Pueblo,1.08,Combined,1990
19449,Colorado,Rio Blanco,1.06,Combined,1990
19450,Colorado,Rio Grande,1.20,Combined,1990
19451,Colorado,Routt,0.86,Combined,1990
19452,Colorado,Saguache,1.19,Combined,1990
19453,Colorado,San Juan,1.22,Combined,1990
19454,Colorado,San Miguel,0.94,Combined,1990
19455,Colorado,Sedgwick,1.06,Combined,1990
19456,Colorado,Summit,0.88,Combined,1990
19457,Colorado,Teller,0.99,Combined,1990
19458,Colorado,Washington,1.03,Combined,1990
19459,Colorado,Weld,1.02,Combined,1990
19460,Colorado,Yuma,1.03,Combined,1990
19461,Connecticut,All counties,0.97,Combined,1990
19462,Connecticut,Fairfield,0.90,Combined,1990
19463,Connecticut,Hartford,1.09,Combined,1990
19464,Connecticut,Litchfield,0.71,Combined,1990
19465,Connecticut,Middlesex,0.80,Combined,1990
19466,Connecticut,New Haven,1.03,Combined,1990
19467,Connecticut,New London,0.92,Combined,1990
19468,Connecticut,Tolland,0.77,Combined,1990
19469,Connecticut,Windham,0.88,Combined,1990
19470,Delaware,All counties,1.28,Combined,1990
19471,Delaware,Kent,1.20,Combined,1990
19472,Delaware,New Castle,1.29,Combined,1990
19473,Delaware,Sussex,1.32,Combined,1990
19474,Florida,All counties,1.24,Combined,1990
19475,Florida,Alachua,1.41,Combined,1990
19476,Florida,Baker,1.47,Combined,1990
19477,Florida,Bay,1.27,Combined,1990
19478,Florida,Bradford,1.44,Combined,1990
19479,Florida,Brevard,1.00,Combined,1990
19480,Florida,Broward,1.20,Combined,1990
19481,Florida,Calhoun,1.46,Combined,1990
19482,Florida,Charlotte,1.13,Combined,1990
19483,Florida,Citrus,1.28,Combined,1990
19484,Florida,Clay,1.06,Combined,1990
19485,Florida,Collier,1.26,Combined,1990
19486,Florida,Columbia,1.45,Combined,1990
19487,Florida,DeSoto,1.49,Combined,1990
19488,Florida,Dixie,1.45,Combined,1990
19489,Florida,Duval,1.47,Combined,1990
19490,Florida,Escambia,1.33,Combined,1990
19491,Florida,Flagler,1.15,Combined,1990
19492,Florida,Franklin,1.55,Combined,1990
19493,Florida,Gadsden,1.89,Combined,1990
19494,Florida,Gilchrist,1.38,Combined,1990
19495,Florida,Glades,1.63,Combined,1990
19496,Florida,Gulf,1.39,Combined,1990
19497,Florida,Hamilton,1.67,Combined,1990
19498,Florida,Hardee,1.50,Combined,1990
19499,Florida,Hendry,1.64,Combined,1990
19500,Florida,Hernando,1.15,Combined,1990
19501,Florida,Highlands,1.55,Combined,1990
19502,Florida,Hillsborough,1.38,Combined,1990
19503,Florida,Holmes,1.43,Combined,1990
19504,Florida,Indian River,1.21,Combined,1990
19505,Florida,Jackson,1.32,Combined,1990
19506,Florida,Jefferson,1.69,Combined,1990
19507,Florida,Lafayette,1.32,Combined,1990
19508,Florida,Lake,1.19,Combined,1990
19509,Florida,Lee,1.20,Combined,1990
19510,Florida,Leon,1.32,Combined,1990
19511,Florida,Levy,1.47,Combined,1990
19512,Florida,Liberty,1.36,Combined,1990
19513,Florida,Madison,1.60,Combined,1990
19514,Florida,Manatee,1.24,Combined,1990
19515,Florida,Marion,1.35,Combined,1990
19516,Florida,Martin,1.31,Combined,1990
19517,Florida,Miami-Dade,1.15,Combined,1990
19518,Florida,Monroe,1.11,Combined,1990
19519,Florida,Nassau,1.21,Combined,1990
19520,Florida,Okaloosa,1.09,Combined,1990
19521,Florida,Okeechobee,1.48,Combined,1990
19522,Florida,Orange,1.21,Combined,1990
19523,Florida,Osceola,1.14,Combined,1990
19524,Florida,Palm Beach,1.24,Combined,1990
19525,Florida,Pasco,1.07,Combined,1990
19526,Florida,Pinellas,1.16,Combined,1990
19527,Florida,Polk,1.41,Combined,1990
19528,Florida,Putnam,1.57,Combined,1990
19529,Florida,Saint Johns,1.08,Combined,1990
19530,Florida,Saint Lucie,1.34,Combined,1990
19531,Florida,Santa Rosa,1.01,Combined,1990
19532,Florida,Sarasota,1.09,Combined,1990
19533,Florida,Seminole,0.96,Combined,1990
19534,Florida,Sumter,1.65,Combined,1990
19535,Florida,Suwannee,1.55,Combined,1990
19536,Florida,Taylor,1.47,Combined,1990
19537,Florida,Union,1.65,Combined,1990
19538,Florida,Volusia,1.07,Combined,1990
19539,Florida,Wakulla,1.31,Combined,1990
19540,Florida,Walton,1.28,Combined,1990
19541,Florida,Washington,1.37,Combined,1990
19542,Georgia,All counties,1.38,Combined,1990
19543,Georgia,Appling,1.61,Combined,1990
19544,Georgia,Atkinson,1.75,Combined,1990
19545,Georgia,Bacon,1.53,Combined,1990
19546,Georgia,Baker,1.70,Combined,1990
19547,Georgia,Baldwin,1.60,Combined,1990
19548,Georgia,Banks,1.06,Combined,1990
19549,Georgia,Barrow,1.04,Combined,1990
19550,Georgia,Bartow,1.21,Combined,1990
19551,Georgia,Ben Hill,1.73,Combined,1990
19552,Georgia,Berrien,1.41,Combined,1990
19553,Georgia,Bibb,1.89,Combined,1990
19554,Georgia,Bleckley,1.49,Combined,1990
19555,Georgia,Brantley,1.41,Combined,1990
19556,Georgia,Brooks,1.59,Combined,1990
19557,Georgia,Bryan,1.22,Combined,1990
19558,Georgia,Bulloch,1.30,Combined,1990
19559,Georgia,Burke,1.74,Combined,1990
19560,Georgia,Butts,1.55,Combined,1990
19561,Georgia,Calhoun,1.78,Combined,1990
19562,Georgia,Camden,1.23,Combined,1990
19563,Georgia,Candler,1.56,Combined,1990
19564,Georgia,Carroll,1.21,Combined,1990
19565,Georgia,Catoosa,0.98,Combined,1990
19566,Georgia,Charlton,1.49,Combined,1990
19567,Georgia,Chatham,1.58,Combined,1990
19568,Georgia,Chattahoochee,1.18,Combined,1990
19569,Georgia,Chattooga,1.40,Combined,1990
19570,Georgia,Cherokee,0.92,Combined,1990
19571,Georgia,Clarke,1.15,Combined,1990
19572,Georgia,Clay,2.10,Combined,1990
19573,Georgia,Clayton,1.18,Combined,1990
19574,Georgia,Clinch,1.69,Combined,1990
19575,Georgia,Cobb,1.02,Combined,1990
19576,Georgia,Coffee,1.69,Combined,1990
19577,Georgia,Colquitt,1.58,Combined,1990
19578,Georgia,Columbia,1.09,Combined,1990
19579,Georgia,Cook,1.62,Combined,1990
19580,Georgia,Coweta,1.13,Combined,1990
19581,Georgia,Crawford,1.44,Combined,1990
19582,Georgia,Crisp,1.90,Combined,1990
19583,Georgia,Dade,1.15,Combined,1990
19584,Georgia,Dawson,1.21,Combined,1990
19585,Georgia,DeKalb,1.37,Combined,1990
19586,Georgia,Decatur,1.67,Combined,1990
19587,Georgia,Dodge,1.61,Combined,1990
19588,Georgia,Dooly,1.62,Combined,1990
19589,Georgia,Dougherty,1.76,Combined,1990
19590,Georgia,Douglas,1.03,Combined,1990
19591,Georgia,Early,1.95,Combined,1990
19592,Georgia,Echols,1.36,Combined,1990
19593,Georgia,Effingham,1.22,Combined,1990
19594,Georgia,Elbert,1.52,Combined,1990
19595,Georgia,Emanuel,1.72,Combined,1990
19596,Georgia,Evans,1.49,Combined,1990
19597,Georgia,Fannin,1.30,Combined,1990
19598,Georgia,Fayette,0.85,Combined,1990
19599,Georgia,Floyd,1.46,Combined,1990
19600,Georgia,Forsyth,0.84,Combined,1990
19601,Georgia,Franklin,1.39,Combined,1990
19602,Georgia,Fulton,1.65,Combined,1990
19603,Georgia,Gilmer,1.27,Combined,1990
19604,Georgia,Glascock,1.57,Combined,1990
19605,Georgia,Glynn,1.52,Combined,1990
19606,Georgia,Gordon,1.18,Combined,1990
19607,Georgia,Grady,1.69,Combined,1990
19608,Georgia,Greene,1.82,Combined,1990
19609,Georgia,Gwinnett,0.95,Combined,1990
19610,Georgia,Habersham,1.08,Combined,1990
19611,Georgia,Hall,1.10,Combined,1990
19612,Georgia,Hancock,1.99,Combined,1990
19613,Georgia,Haralson,1.25,Combined,1990
19614,Georgia,Harris,1.33,Combined,1990
19615,Georgia,Hart,1.33,Combined,1990
19616,Georgia,Heard,1.53,Combined,1990
19617,Georgia,Henry,1.07,Combined,1990
19618,Georgia,Houston,1.31,Combined,1990
19619,Georgia,Irwin,1.59,Combined,1990
19620,Georgia,Jackson,1.27,Combined,1990
19621,Georgia,Jasper,1.51,Combined,1990
19622,Georgia,Jeff Davis,1.59,Combined,1990
19623,Georgia,Jefferson,1.93,Combined,1990
19624,Georgia,Jenkins,1.74,Combined,1990
19625,Georgia,Johnson,1.56,Combined,1990
19626,Georgia,Jones,1.27,Combined,1990
19627,Georgia,Lamar,1.42,Combined,1990
19628,Georgia,Lanier,1.58,Combined,1990
19629,Georgia,Laurens,1.65,Combined,1990
19630,Georgia,Lee,1.26,Combined,1990
19631,Georgia,Liberty,1.40,Combined,1990
19632,Georgia,Lincoln,1.53,Combined,1990
19633,Georgia,Long,1.36,Combined,1990
19634,Georgia,Lowndes,1.63,Combined,1990
19635,Georgia,Lumpkin,1.04,Combined,1990
19636,Georgia,Macon,1.72,Combined,1990
19637,Georgia,Madison,1.11,Combined,1990
19638,Georgia,Marion,1.79,Combined,1990
19639,Georgia,McDuffie,1.66,Combined,1990
19640,Georgia,McIntosh,1.73,Combined,1990
19641,Georgia,Meriwether,1.62,Combined,1990
19642,Georgia,Miller,1.67,Combined,1990
19643,Georgia,Mitchell,1.63,Combined,1990
19644,Georgia,Monroe,1.40,Combined,1990
19645,Georgia,Montgomery,1.40,Combined,1990
19646,Georgia,Morgan,1.31,Combined,1990
19647,Georgia,Murray,1.11,Combined,1990
19648,Georgia,Muscogee,1.89,Combined,1990
19649,Georgia,Newton,1.24,Combined,1990
19650,Georgia,Oconee,0.90,Combined,1990
19651,Georgia,Oglethorpe,1.29,Combined,1990
19652,Georgia,Paulding,0.92,Combined,1990
19653,Georgia,Peach,1.77,Combined,1990
19654,Georgia,Pickens,1.31,Combined,1990
19655,Georgia,Pierce,1.47,Combined,1990
19656,Georgia,Pike,1.30,Combined,1990
19657,Georgia,Polk,1.37,Combined,1990
19658,Georgia,Pulaski,1.57,Combined,1990
19659,Georgia,Putnam,1.60,Combined,1990
19660,Georgia,Quitman,2.00,Combined,1990
19661,Georgia,Rabun,1.21,Combined,1990
19662,Georgia,Randolph,2.01,Combined,1990
19663,Georgia,Richmond,1.69,Combined,1990
19664,Georgia,Rockdale,1.10,Combined,1990
19665,Georgia,Schley,1.51,Combined,1990
19666,Georgia,Screven,1.65,Combined,1990
19667,Georgia,Seminole,1.68,Combined,1990
19668,Georgia,Spalding,1.47,Combined,1990
19669,Georgia,Stephens,1.25,Combined,1990
19670,Georgia,Stewart,1.94,Combined,1990
19671,Georgia,Sumter,1.59,Combined,1990
19672,Georgia,Talbot,1.79,Combined,1990
19673,Georgia,Taliaferro,1.83,Combined,1990
19674,Georgia,Tattnall,1.45,Combined,1990
19675,Georgia,Taylor,1.78,Combined,1990
19676,Georgia,Telfair,1.70,Combined,1990
19677,Georgia,Terrell,1.99,Combined,1990
19678,Georgia,Thomas,1.68,Combined,1990
19679,Georgia,Tift,1.49,Combined,1990
19680,Georgia,Toombs,1.42,Combined,1990
19681,Georgia,Towns,1.19,Combined,1990
19682,Georgia,Treutlen,1.60,Combined,1990
19683,Georgia,Troup,1.51,Combined,1990
19684,Georgia,Turner,1.67,Combined,1990
19685,Georgia,Twiggs,1.65,Combined,1990
19686,Georgia,Union,1.22,Combined,1990
19687,Georgia,Upson,1.38,Combined,1990
19688,Georgia,Walker,1.19,Combined,1990
19689,Georgia,Walton,1.25,Combined,1990
19690,Georgia,Ware,1.55,Combined,1990
19691,Georgia,Warren,1.88,Combined,1990
19692,Georgia,Washington,1.65,Combined,1990
19693,Georgia,Wayne,1.50,Combined,1990
19694,Georgia,Webster,1.74,Combined,1990
19695,Georgia,Wheeler,1.42,Combined,1990
19696,Georgia,White,1.20,Combined,1990
19697,Georgia,Whitfield,1.13,Combined,1990
19698,Georgia,Wilcox,1.58,Combined,1990
19699,Georgia,Wilkes,1.66,Combined,1990
19700,Georgia,Wilkinson,1.62,Combined,1990
19701,Georgia,Worth,1.48,Combined,1990
19702,Hawaii,All counties,0.97,Combined,1990
19703,Hawaii,Hawaii,1.03,Combined,1990
19704,Hawaii,Honolulu,0.97,Combined,1990
19705,Hawaii,Kalawao,0.86,Combined,1990
19706,Hawaii,Kauai,0.90,Combined,1990
19707,Hawaii,Maui,0.86,Combined,1990
19708,Idaho,All counties,1.04,Combined,1990
19709,Idaho,Ada,0.97,Combined,1990
19710,Idaho,Adams,1.00,Combined,1990
19711,Idaho,Bannock,1.01,Combined,1990
19712,Idaho,Bear Lake,1.03,Combined,1990
19713,Idaho,Benewah,1.26,Combined,1990
19714,Idaho,Bingham,1.09,Combined,1990
19715,Idaho,Blaine,0.94,Combined,1990
19716,Idaho,Boise,1.01,Combined,1990
19717,Idaho,Bonner,1.13,Combined,1990
19718,Idaho,Bonneville,0.99,Combined,1990
19719,Idaho,Boundary,1.08,Combined,1990
19720,Idaho,Butte,1.12,Combined,1990
19721,Idaho,Camas,1.19,Combined,1990
19722,Idaho,Canyon,1.12,Combined,1990
19723,Idaho,Caribou,1.07,Combined,1990
19724,Idaho,Cassia,1.09,Combined,1990
19725,Idaho,Clark,1.07,Combined,1990
19726,Idaho,Clearwater,1.13,Combined,1990
19727,Idaho,Custer,1.05,Combined,1990
19728,Idaho,Elmore,1.12,Combined,1990
19729,Idaho,Franklin,0.93,Combined,1990
19730,Idaho,Fremont,0.98,Combined,1990
19731,Idaho,Gem,1.04,Combined,1990
19732,Idaho,Gooding,1.15,Combined,1990
19733,Idaho,Idaho,1.06,Combined,1990
19734,Idaho,Jefferson,1.03,Combined,1990
19735,Idaho,Jerome,1.18,Combined,1990
19736,Idaho,Kootenai,0.95,Combined,1990
19737,Idaho,Latah,0.89,Combined,1990
19738,Idaho,Lemhi,1.06,Combined,1990
19739,Idaho,Lewis,1.35,Combined,1990
19740,Idaho,Lincoln,1.26,Combined,1990
19741,Idaho,Madison,0.82,Combined,1990
19742,Idaho,Minidoka,1.16,Combined,1990
19743,Idaho,Nez Perce,1.20,Combined,1990
19744,Idaho,Oneida,0.94,Combined,1990
19745,Idaho,Owyhee,1.23,Combined,1990
19746,Idaho,Payette,1.12,Combined,1990
19747,Idaho,Power,1.08,Combined,1990
19748,Idaho,Shoshone,1.26,Combined,1990
19749,Idaho,Teton,0.96,Combined,1990
19750,Idaho,Twin Falls,1.10,Combined,1990
19751,Idaho,Valley,1.00,Combined,1990
19752,Idaho,Washington,1.03,Combined,1990
19753,Illinois,All counties,1.27,Combined,1990
19754,Illinois,Adams,1.04,Combined,1990
19755,Illinois,Alexander,1.52,Combined,1990
19756,Illinois,Bond,1.03,Combined,1990
19757,Illinois,Boone,0.87,Combined,1990
19758,Illinois,Brown,0.87,Combined,1990
19759,Illinois,Bureau,0.99,Combined,1990
19760,Illinois,Calhoun,0.99,Combined,1990
19761,Illinois,Carroll,0.98,Combined,1990
19762,Illinois,Cass,1.00,Combined,1990
19763,Illinois,Champaign,1.05,Combined,1990
19764,Illinois,Christian,1.10,Combined,1990
19765,Illinois,Clark,0.97,Combined,1990
19766,Illinois,Clay,1.07,Combined,1990
19767,Illinois,Clinton,0.89,Combined,1990
19768,Illinois,Coles,1.01,Combined,1990
19769,Illinois,Cook,1.56,Combined,1990
19770,Illinois,Crawford,1.02,Combined,1990
19771,Illinois,Cumberland,0.96,Combined,1990
19772,Illinois,De Witt,0.99,Combined,1990
19773,Illinois,DeKalb,0.91,Combined,1990
19774,Illinois,Douglas,0.94,Combined,1990
19775,Illinois,DuPage,0.86,Combined,1990
19776,Illinois,Edgar,1.00,Combined,1990
19777,Illinois,Edwards,1.18,Combined,1990
19778,Illinois,Effingham,0.90,Combined,1990
19779,Illinois,Fayette,0.94,Combined,1990
19780,Illinois,Ford,1.00,Combined,1990
19781,Illinois,Franklin,1.20,Combined,1990
19782,Illinois,Fulton,0.88,Combined,1990
19783,Illinois,Gallatin,1.16,Combined,1990
19784,Illinois,Greene,1.00,Combined,1990
19785,Illinois,Grundy,0.92,Combined,1990
19786,Illinois,Hamilton,1.06,Combined,1990
19787,Illinois,Hancock,0.93,Combined,1990
19788,Illinois,Hardin,1.21,Combined,1990
19789,Illinois,Henderson,0.88,Combined,1990
19790,Illinois,Henry,0.82,Combined,1990
19791,Illinois,Iroquois,1.02,Combined,1990
19792,Illinois,Jackson,1.13,Combined,1990
19793,Illinois,Jasper,0.98,Combined,1990
19794,Illinois,Jefferson,1.04,Combined,1990
19795,Illinois,Jersey,0.97,Combined,1990
19796,Illinois,Jo Daviess,0.81,Combined,1990
19797,Illinois,Johnson,1.08,Combined,1990
19798,Illinois,Kane,1.08,Combined,1990
19799,Illinois,Kankakee,1.38,Combined,1990
19800,Illinois,Kendall,0.82,Combined,1990
19801,Illinois,Knox,0.95,Combined,1990
19802,Illinois,LaSalle,0.91,Combined,1990
19803,Illinois,Lake,0.88,Combined,1990
19804,Illinois,Lawrence,1.10,Combined,1990
19805,Illinois,Lee,0.99,Combined,1990
19806,Illinois,Livingston,1.03,Combined,1990
19807,Illinois,Logan,0.96,Combined,1990
19808,Illinois,Macon,1.27,Combined,1990
19809,Illinois,Macoupin,0.97,Combined,1990
19810,Illinois,Madison,1.09,Combined,1990
19811,Illinois,Marion,1.10,Combined,1990
19812,Illinois,Marshall,0.91,Combined,1990
19813,Illinois,Mason,1.04,Combined,1990
19814,Illinois,Massac,1.05,Combined,1990
19815,Illinois,McDonough,0.85,Combined,1990
19816,Illinois,McHenry,0.77,Combined,1990
19817,Illinois,McLean,1.02,Combined,1990
19818,Illinois,Menard,1.00,Combined,1990
19819,Illinois,Mercer,0.82,Combined,1990
19820,Illinois,Monroe,0.88,Combined,1990
19821,Illinois,Montgomery,0.98,Combined,1990
19822,Illinois,Morgan,0.99,Combined,1990
19823,Illinois,Moultrie,0.91,Combined,1990
19824,Illinois,Ogle,0.88,Combined,1990
19825,Illinois,Peoria,1.24,Combined,1990
19826,Illinois,Perry,1.01,Combined,1990
19827,Illinois,Piatt,0.91,Combined,1990
19828,Illinois,Pike,0.97,Combined,1990
19829,Illinois,Pope,1.06,Combined,1990
19830,Illinois,Pulaski,1.49,Combined,1990
19831,Illinois,Putnam,0.89,Combined,1990
19832,Illinois,Randolph,1.04,Combined,1990
19833,Illinois,Richland,1.00,Combined,1990
19834,Illinois,Rock Island,1.06,Combined,1990
19835,Illinois,Saint Clair,1.45,Combined,1990
19836,Illinois,Saline,1.24,Combined,1990
19837,Illinois,Sangamon,1.19,Combined,1990
19838,Illinois,Schuyler,0.90,Combined,1990
19839,Illinois,Scott,0.90,Combined,1990
19840,Illinois,Shelby,0.93,Combined,1990
19841,Illinois,Stark,0.98,Combined,1990
19842,Illinois,Stephenson,0.96,Combined,1990
19843,Illinois,Tazewell,0.92,Combined,1990
19844,Illinois,Union,1.11,Combined,1990
19845,Illinois,Vermilion,1.19,Combined,1990
19846,Illinois,Wabash,0.97,Combined,1990
19847,Illinois,Warren,0.83,Combined,1990
19848,Illinois,Washington,1.04,Combined,1990
19849,Illinois,Wayne,1.05,Combined,1990
19850,Illinois,White,1.09,Combined,1990
19851,Illinois,Whiteside,0.97,Combined,1990
19852,Illinois,Will,0.98,Combined,1990
19853,Illinois,Williamson,1.07,Combined,1990
19854,Illinois,Winnebago,1.11,Combined,1990
19855,Illinois,Woodford,0.81,Combined,1990
19856,Indiana,All counties,1.17,Combined,1990
19857,Indiana,Adams,1.09,Combined,1990
19858,Indiana,Allen,1.22,Combined,1990
19859,Indiana,Bartholomew,1.02,Combined,1990
19860,Indiana,Benton,0.97,Combined,1990
19861,Indiana,Blackford,1.13,Combined,1990
19862,Indiana,Boone,0.87,Combined,1990
19863,Indiana,Brown,0.81,Combined,1990
19864,Indiana,Carroll,0.85,Combined,1990
19865,Indiana,Cass,1.12,Combined,1990
19866,Indiana,Clark,1.07,Combined,1990
19867,Indiana,Clay,1.10,Combined,1990
19868,Indiana,Clinton,0.99,Combined,1990
19869,Indiana,Crawford,1.10,Combined,1990
19870,Indiana,Daviess,1.08,Combined,1990
19871,Indiana,DeKalb,1.02,Combined,1990
19872,Indiana,Dearborn,0.93,Combined,1990
19873,Indiana,Decatur,1.05,Combined,1990
19874,Indiana,Delaware,1.17,Combined,1990
19875,Indiana,Dubois,0.93,Combined,1990
19876,Indiana,Elkhart,1.13,Combined,1990
19877,Indiana,Fayette,1.10,Combined,1990
19878,Indiana,Floyd,0.92,Combined,1990
19879,Indiana,Fountain,1.02,Combined,1990
19880,Indiana,Franklin,0.92,Combined,1990
19881,Indiana,Fulton,1.14,Combined,1990
19882,Indiana,Gibson,0.94,Combined,1990
19883,Indiana,Grant,1.25,Combined,1990
19884,Indiana,Greene,1.15,Combined,1990
19885,Indiana,Hamilton,0.80,Combined,1990
19886,Indiana,Hancock,0.96,Combined,1990
19887,Indiana,Harrison,0.95,Combined,1990
19888,Indiana,Hendricks,0.82,Combined,1990
19889,Indiana,Henry,1.05,Combined,1990
19890,Indiana,Howard,1.03,Combined,1990
19891,Indiana,Huntington,0.95,Combined,1990
19892,Indiana,Jackson,1.04,Combined,1990
19893,Indiana,Jasper,1.03,Combined,1990
19894,Indiana,Jay,1.08,Combined,1990
19895,Indiana,Jefferson,0.99,Combined,1990
19896,Indiana,Jennings,1.10,Combined,1990
19897,Indiana,Johnson,0.92,Combined,1990
19898,Indiana,Knox,1.04,Combined,1990
19899,Indiana,Kosciusko,1.13,Combined,1990
19900,Indiana,LaGrange,1.00,Combined,1990
19901,Indiana,LaPorte,1.19,Combined,1990
19902,Indiana,Lake,1.49,Combined,1990
19903,Indiana,Lawrence,1.08,Combined,1990
19904,Indiana,Madison,1.15,Combined,1990
19905,Indiana,Marion,1.48,Combined,1990
19906,Indiana,Marshall,0.89,Combined,1990
19907,Indiana,Martin,1.05,Combined,1990
19908,Indiana,Miami,1.03,Combined,1990
19909,Indiana,Monroe,0.89,Combined,1990
19910,Indiana,Montgomery,1.03,Combined,1990
19911,Indiana,Morgan,0.99,Combined,1990
19912,Indiana,Newton,1.06,Combined,1990
19913,Indiana,Noble,1.09,Combined,1990
19914,Indiana,Ohio,0.88,Combined,1990
19915,Indiana,Orange,0.99,Combined,1990
19916,Indiana,Owen,0.99,Combined,1990
19917,Indiana,Parke,1.14,Combined,1990
19918,Indiana,Perry,1.07,Combined,1990
19919,Indiana,Pike,1.06,Combined,1990
